Date,Text,Sentiment Scores,Sentiment Label
21/06/2022,"We exhibit in #Japan #Drone 2022 until 22nd of Jun from today!
1/4mockup of ""HIEN Dr-One"" and Gas-turbine generator ""DRAGON"" is shown!
HIEN Dr-One is #Flying #generator !
It will be able to use when #naturedisaster  
#aam #uam #evtol #hybrid #emargecy #counter","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
19/06/2022,"Russian military tested a hybrid #VTOL drone concept in #Donbas according to Russian military sources on russian state media. No further info.

#Russia #RussianArmy #Russian","{'neg': 0.087, 'neu': 0.913, 'pos': 0.0, 'compound': -0.296}",negative
19/06/2022,"Red wing blackbirds really know how to nail the ""landing"" part of #VTOL","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
19/06/2022,"On April 28, 2022, US Federal Court entered Judgement against Defendants EHang and CEO Huazhi Hu on claims of breach of contract, fraud (false promise) and unpaid wages. 
@theCPgrp
 #EHang #eVTOL #AAV","{'neg': 0.109, 'neu': 0.891, 'pos': 0.0, 'compound': -0.5859}",negative
18/06/2022,HIEN Aero Technologies is a #Japanese company  designing scalable #eVTOL. Dr-One is the first #Hybrid eVTOL of HIEN eVTOL series. This has 2 gas turbine under the wings to generate electricity which is also available as an #emergency power plant.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
15/06/2022,"US Federal Court entered Judgement against Defendants EHang and CEO Huazhi Hu on claims of breach of contract, fraud (false promise) and unpaid wages. 
@theCPgrp
 #EHang #eVTOL #AAV","{'neg': 0.123, 'neu': 0.877, 'pos': 0.0, 'compound': -0.5859}",negative
15/06/2022,"Thanks Congress for passing S.516, the Advanced Air Mobility Coordination and Leadership Act! 
@CTATech
 supports transportation innovation & by focusing on a national strategy + interagency/intergovernmental coordination, we are enabling & empowering US leadership. #AAM #UAM","{'neg': 0.0, 'neu': 0.731, 'pos': 0.269, 'compound': 0.8516}",positive
13/06/2022,"This particular prototype aircraft is designed from short range #eVTOL  rather than regional flight, for this market there will be quite different types of electric aircraft, like the Eviation Alice which have with longer range.","{'neg': 0.0, 'neu': 0.932, 'pos': 0.068, 'compound': 0.3612}",positive
09/06/2022,"Energy is up. Tech will lead. #GasStations will be small market hubs for #EVs #EVcharging with snacks, coffee and playground  #eVTOL","{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.2732}",positive
09/06/2022,"Italian vertiport operator UrbanV plans to connect FCO and the main train station with #eVTOL operations by 2024-2025. 

Which is mildly absurd given an existing, dedicated, train option exists with frequent, quick service.
#FTEEMEA","{'neg': 0.0, 'neu': 0.917, 'pos': 0.083, 'compound': 0.4588}",positive
08/06/2022,"eVTOL technology could upend aviation. But first, it needs a clearer policy framework. 


@suzannemurtha
, our VP of Connected and Automated Technologies, has worked with 
@NASA
 to set standards for #eVTOL. Read her policy recommendations to get eVTOL off the ground.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
08/06/2022,"#EVTOL aircraft are just multi rotor #helicopters.   There, I said it.   Facts.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
07/06/2022,Agreed $JOBY is the clear #evtol winner for me,"{'neg': 0.0, 'neu': 0.414, 'pos': 0.586, 'compound': 0.8176}",positive
07/06/2022,"ElectricVTOL: RT 
@GoFlyPrize
: PABLO AIR joins consortium w 
@LGUplus
 
@flyjejuair
 
@VerticalAero
, GS Caltex, and Kakao Mobility to enter the #Korea #UrbanAirMobility #GrandChallenge and will establish an integrated #UAM flight control system for the partnership: …","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
07/06/2022,"Osaka Prefecture expected to begin a survey next month of local municipalities that might host vertiports during the 2025 World Expo. Selected local governments expected to gain bragging rights that they are ""Flying Car Towns."" #Osaka #eVTOL #eVTOLs #FlyingCars #WorldExpo #Japan","{'neg': 0.0, 'neu': 0.92, 'pos': 0.08, 'compound': 0.5267}",positive
06/06/2022,"Bad Design,
actually it should launch as a rocket 'drag efficient design"" probably for landing {guidance} it can use blades. but still that also is a bad idea because during turbulance the landing efficiency will be near 0% in this design. for now #spacex is best option #VTOL","{'neg': 0.142, 'neu': 0.673, 'pos': 0.184, 'compound': 0.5423}",positive
05/06/2022,"An electric #Vtol mass market will probably quickly be fully autonomous to reduce costs/weight/efficiency/A to B availability

With maybe pilot overview for training safety/new routes etc..m

#ClimateAction","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
03/06/2022,A different kind of #VTOL. ;-),"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.25}",positive
03/06/2022,#VTOL aircraft are above the rest!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
03/06/2022,"ElectricVTOL: RT 
@GoFlyPrize
: Partnership between 
@avolon_aero
 
@CorpAmericaARG
 
@VoeGOLoficial
 
@VerticalAero
 and Grupo Comporte will explore and define #vertiport design and locations, as well as further infrastructure requirements for #eVTOL operations in #Brazil: …","{'neg': 0.0, 'neu': 0.935, 'pos': 0.065, 'compound': 0.2732}",positive
02/06/2022,"Special thanks to 
@joanmor78
 for her organizational efforts in positioning the walk as part of #EUGreenWeek and Andrzej Mizgajski with the 
@Geokompleks_UAM
 Team for guiding the walk in an extraordinary manner 

#TeRRIFICA #ClimateAction #UAM #Poznań","{'neg': 0.0, 'neu': 0.855, 'pos': 0.145, 'compound': 0.6808}",positive
02/06/2022,"What is Air Taxi?

An exempt for-hire air carrier that will fly anywhere on demand; air taxis are restricted to a maximum payload and passenger capacity per plane!

#airtaxi","{'neg': 0.143, 'neu': 0.812, 'pos': 0.045, 'compound': -0.4574}",negative
01/06/2022,"On April 28, 2022, US Federal Court entered Judgement against Defendants EHang and CEO Huazhi Hu on claims of breach of contract, fraud (false promise) and unpaid wages. 
@theCPgrp
 #EHang #eVTOL #AAV","{'neg': 0.109, 'neu': 0.891, 'pos': 0.0, 'compound': -0.5859}",negative
01/06/2022,Threod is excited to be part of this development of boosting #UrbanAirMobility #utm #uam #urbanairmobility #drones #h2020 #GOF2,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.5859}",positive
01/06/2022,"Thank you, 
@MarkMooreNASA
, for this insightful treatise on #eVTOL certification.","{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.3612}",positive
31/05/2022,"We’ve touched down at 
@EHAerospaceTech
. Where we’re proud to showcase our latest axial-flux motors dedicated to low-emission, electric flight future  and enabling eVTOL to become a reality.
#EHATS #ElectricFlight #eVTOL #FlyingTaxis #AxialFlux #ElectricMotors","{'neg': 0.0, 'neu': 0.831, 'pos': 0.169, 'compound': 0.7269}",positive
30/05/2022,"The world's first air taxi company 
@jobyaviation
 has been cleared for commercial services from 2024. What is your take?
#airtaxi #commercialflight","{'neg': 0.0, 'neu': 0.935, 'pos': 0.065, 'compound': 0.1027}",positive
30/05/2022,"@FutureNeedsEU
 is present at the ITS Congress, Europe’s largest smart mobility event in Toulouse with Anastasia Bafouni - Kotta representing 
@SAFIRmedEU
 project. Join us at the round-table, June 1st, Room 3, 11:45.

@TindAIR_EU
 
@GOF2_0
 
@amu_led
 
#urbanairmobility
#ITSToulouse2022","{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.5994}",positive
27/05/2022,".
@bleutechparklv
 #SmartCityas we design/build the *Future of Infrastructure keeping our environment clean & protected is top priority #eVTOL ports to host 
@Pavegen
 flooring activated by your footsteps to #RenewableEnergyToken transforming aerial mobility #NetZero onward!","{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.7712}",positive
26/05/2022,"#evtol
$JOBY","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
26/05/2022,"ElectricVTOL: 
@chineseflyer
 
@VTOLsociety
 Of course, then again, there aren't many aviation magazines in print these days either, and no other #helicopter/#eVTOL magazines. ;-)","{'neg': 0.087, 'neu': 0.833, 'pos': 0.079, 'compound': -0.0516}",negative
26/05/2022,"ElectricVTOL: 
@chineseflyer
 Thanks! The 
@VTOLsociety
's #Vertiflite magazine focuses on in-depth analysis. Not many aviation magazines would print 8 pages on #hydrogen for aviation, but that's how seriously we believe that #H2 is a gamechanger for #eVTOL (and pretty big for #…","{'neg': 0.045, 'neu': 0.812, 'pos': 0.143, 'compound': 0.6696}",positive
25/05/2022,"Of course, then again, there aren't many aviation magazines in print these days either, and no other #helicopter/#eVTOL magazines. ;-)","{'neg': 0.099, 'neu': 0.811, 'pos': 0.09, 'compound': -0.0516}",negative
25/05/2022,"Thanks! The 
@VTOLsociety
's #Vertiflite magazine focuses on in-depth analysis. Not many aviation magazines would print 8 pages on #hydrogen for aviation, but that's how seriously we believe that #H2 is a gamechanger for #eVTOL (and pretty big for #eCTOL & #eSTOL too). #H2aero","{'neg': 0.044, 'neu': 0.816, 'pos': 0.14, 'compound': 0.6696}",positive
24/05/2022,"Attention Twitter: This is only the second photo of the 
@WiskAero
 4-seat Gen 6 #eVTOL aircraft and it has much better looking passengers.","{'neg': 0.0, 'neu': 0.879, 'pos': 0.121, 'compound': 0.4404}",positive
24/05/2022,How about #evtol?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
23/05/2022,"Great to have you onboard! Thanks to 
@BonnySimi
 & Robin Riedel for such a dynamic, varied discussion about this intriguing area of #futuremobility. 
@jobyaviation
 
@McKinsey
 #advancedairmobility #aam #urbanairmobility #uam #evtol #aviation #nextgenmobility 
@Kaiserkahl
 
@JonnyCombe","{'neg': 0.0, 'neu': 0.746, 'pos': 0.254, 'compound': 0.8718}",positive
20/05/2022,"ElectricVTOL: 
@innovationavia
 
@eVTOLInsights
 
@theaircurrent
 
@FAANews
 
@FutureFlightAIN
 
@AlcockNews
 Yes, you're starting to get it. The public #eVTOL companies have enough funding that they can hire another 10 or 50 certification experts (or buy a company) to handle the extra …","{'neg': 0.0, 'neu': 0.93, 'pos': 0.07, 'compound': 0.4019}",positive
20/05/2022,"Tokyo-based FaroStar, which is developing collision avoidance systems for the drone and eVTOL industries, has been conducting practical tests in the skies above an isolated parking lot Minamisoma city, Fukushima Prefecture. #FaroStar #Drones #eVTOL #Japan #Fukushima #Technology","{'neg': 0.181, 'neu': 0.819, 'pos': 0.0, 'compound': -0.7579}",negative
