,twitter_link,text,date
10,https://twitter.com/SmartFlightInfo/status/1751945084436689182#m,"Swiss aviation startup Sirius Aviation AG, unveils the revolutionary Sirius Jet – the world’s first hydrogen-powered Vertical Take-Off and Landing (VTOL) aircraft. #VTOL #urbanmobility #hydrogen https://helihub.com/2024/01/11/sirius-aviation-unveils-worlds-first-hydrogen-vtol-aircraft/","Jan 29, 2024 · 12:27 PM UTC"
11,https://twitter.com/Wish69/status/1751387595018293599#m,Futuristic #VTOL Private Jet Made with @NightCafeStudio #PrivateJets #avgeek #aviation #aiart #nightcafe #digitalart #life https://creator.nightcafe.studio/creation/U4uU6xPPjeylpPvnReki \X/ish 🌍,"Jan 27, 2024 · 11:31 PM UTC"
12,https://twitter.com/TechCompanyNews/status/1751334361599750541#m,New #Startup https://www.anduril.com/roadrunner - Twin-turbojet #VTOL #autonomous air #vehicle,"Jan 27, 2024 · 8:00 PM UTC"
13,https://twitter.com/UnmannedSystem/status/1751275118678958375#m,👀 Take a look at the Top Five Most Read articles on UST last week >> https://hubs.la/Q02hSrWh0 #unmannedsystems #uav #flighttest #defense #drones #publicsafety #vtol,"Jan 27, 2024 · 4:05 PM UTC"
14,https://twitter.com/fabcrossjp/status/1751006935661580524#m,スイスのSirius Aviation、水素動力VTOL「Sirius Jet」を発表——2025年より発売 https://fabcross.jp/news/2024/20240127_sirius-jet.html #水素 #VTOL #垂直離着陸機 #SiriusJet #SiriusAviation,"Jan 26, 2024 · 10:19 PM UTC"
15,https://twitter.com/ElectricVTOL/status/1750987958495367227#m,"There’s still time to register for #TVF2024, the largest & longest running #eVTOL event in the world, paired with the largest & longest running #VTOL #aeromechanics conference in the world: vtol.org/tvf2024 #helicopter #rotorcraft #VTOL #VerticalFlight #VFS #Aerodynamics","Jan 26, 2024 · 9:03 PM UTC"
16,https://twitter.com/TorayTAC/status/1750972215850385834#m,"We're excited to attend the Transformative Vertical Flight 2024 event in Santa Clara, CA, at booth 306! Let's connect & discuss the emerging challenges and solutions for future Vertical Take-Off and Landing (#VTOL) aircraft. Register ➡️https://ow.ly/cafp50QsJmG #TVF2024","Jan 26, 2024 · 8:01 PM UTC"
17,https://twitter.com/WevolverApp/status/1539034928058355713#m,"The Penguin C Mk2 VTOL introduces the patented AEROFLOW Boom Technology, which enables a 20% increase in flight endurance. Video source: @UAVFACTORY #drones #aviation #technology #engineering #UAV #aircraft #drone #VTOL #surveillance #flight #innovation #future","Jun 20, 2022 · 11:58 PM UTC"
18,https://twitter.com/AcGcKarbon/status/1750913357605982420#m,"#vertiport Ticari olarak satışa sunulmuş, uçabilir ruhsatı alınmış tek bir #eVTOL yok iken, şimdi de bu uçan arabalar için hava limanı tasarımları pazarlanıyor. Fiziksel büyüklükleri, performansları belli değil iken nasıl olacak bu? Bu resmen dolandırıcılık #VTOL ✔️ #eVTOL ❌","Jan 26, 2024 · 4:07 PM UTC"
19,https://twitter.com/ReactionEngines/status/1750912413048644053#m,We will be attending Transformative Vertical Flight 2024 in Santa Clara! We are excited to explore the solutions our heat exchanger technology can bring to the VTOL industry. Please reach out to [email protected] to connect with our team. #MakingBeyondPossible #VTOL,"Jan 26, 2024 · 4:03 PM UTC"
20,https://twitter.com/AcGcKarbon/status/1750890860722499898#m,"#eVTOL denilen, elektrikli uçan araba hayalleri çöpe gittiğinde yüzlerce milyon doları ve binlerce girişimden oluşan, tarihin en büyük dolandırıcılığı ve teknolojik illüzyonuna şahit olacaksınız ...çok yakında ÖĞRENECEKLER #VTOL ✔ #eVTOL ❌","Jan 26, 2024 · 2:38 PM UTC"
21,https://twitter.com/AcGcKarbon/status/1750890858012889265#m,Rolls-Royce bile bu romantik akımın büyüsüne kapılıp milyarlarca doları çöpe attı. Ama 6 yıl sonra sektörden ÇEKİLDİ. Çok yakında #eVTOL denilen ELEKTRİKLİ uçan araba hayali çöpe gidecek Sonrası benim için çok eğlenceli olacak➕➕➕👇 #VTOL ✔ #eVTOL ❌ https://www.ainonline.com/aviation-news/futureflight/2023-11-28/rolls-royce-exit-electrical-propulsion-business?utm_campaign=AIN%20Alerts&utm_medium=email&_hsmi=284376243&utm_content=284376243&utm_source=hs_email,"Jan 26, 2024 · 2:38 PM UTC"
22,https://twitter.com/AcGcKarbon/status/1750890855483810121#m,Aslında herşey 2018 yılında ne kadar ulvi bir hayal ile başlamış 800km mesafeye 400kmh hız ile uçacak ve 5-6 kişiyi kaldırabileceği umud ediliyormuş. 6 sene sonra vaz geçildi. Kısacası Rolls-Royce bu romantik akımın büyüsüne kapılmıştı. #VTOL ✔ #eVTOL ❌ https://www.algosonline.com/market/rolls-royce-designs-evtol-vehicle-plans-to-enter-flying-taxi-market,"Jan 26, 2024 · 2:38 PM UTC"
23,https://twitter.com/actualidadaero/status/1750803673687491017#m,EDGE recibe un pedido para suministrar 200 helicópteros no tripulados al Ministerio de Defensa de los EAU https://actualidadaeroespacial.com/edge-recibe-un-pedido-para-suministrar-200-helicopteros-no-tripulados-al-ministerio-de-defensa-de-los-eau/ #EAU @_edgegroup #helicópteros #VTOL,"Jan 26, 2024 · 8:51 AM UTC"
24,https://twitter.com/PSWaveRelay/status/1750511905322516845#m,"Equipped with our Embedded Module, the lightweight #VTOL Indago 4, from our #WaveRelay Ecosystem Partner @LockheedMartin , can be deployed in aerial surveillance, reconnaissance, law enforcement, search-and-rescue (SAR), and enhanced situational awareness.","Jan 25, 2024 · 1:32 PM UTC"
25,https://twitter.com/ElectricVTOL/status/1749213080909713846#m,"Join us in Silicon Valley on Feb. 6-8 to be part of Transformative Vertical Flight (#TVF2024) with includes the world's largest #eVTOL event & #VTOL #Aeromechanics Conference, with 70+ invited speakers, 70 technical papers & 37 exhibitors! Learn more: https://mailchi.mp/vtol/tvf-2024 #AAM","Jan 21, 2024 · 11:31 PM UTC"
26,https://twitter.com/AFResearchLab/status/1750488983933452681#m,"Vertical take-off and landing, or V-TOL, aircraft can take off and land vertically — transitioning to standard horizontal flight after. Photo Credit: Lance Cpl. Jeraco Jenkins #AFResearchLab | #VTOL | #ThrowbackThursday","Jan 25, 2024 · 12:01 PM UTC"
27,https://twitter.com/BeyondVision_pt/status/1750465777726042411#m,"🚀 Behold the VTOne VTOL Drone! ✅ Class 3 Quadcopter Fixed Wing ✅ High-Capacity Battery ✅ State-of-the-Art Flight Controller ✅ Wireless Control Options Experience unparalleled performance with advanced, smart, and efficient navigation. 🔗 https://beyond-vision.pt/vtone-ai-powered-vtol-drone/ #VTOL #Drone","Jan 25, 2024 · 10:28 AM UTC"
28,https://twitter.com/drone_jp/status/1750451329997365671#m,ARC Aerosystems、VTOL機「ペガサス」5機の売却決める #ARCAerosystems #VTOL #DRONEjp https://www.drone.jp/news/2024012518300480451.html,"Jan 25, 2024 · 9:31 AM UTC"
29,https://twitter.com/Inceptive_Mind/status/1750448534220931107#m,Electra's pre-orders underscore strong interest from a broad array of flight operators across diverse markets. #aviation #VTOL #technology https://www.inceptivemind.com/electra-surpasses-2000-orders-electric-hybrid-aircraft/36478/,"Jan 25, 2024 · 9:20 AM UTC"
30,https://twitter.com/Insitu_Inc/status/1747997493776838796#m,"Insitu #UAS: ✅ Have more experience (1.4M operational hours) ✅ Fly farther (500nm with Integrator ER) ✅ Stay longer (24+ hours endurance) ✅ And offer more complete capability sets... All with a #VTOL package available. Learn more at #UMEX2024, Booth 04-B12.","Jan 18, 2024 · 3:00 PM UTC"
31,https://twitter.com/CSIMarket/status/1750411067329855864#m,"#suppliers #News #VTOL #NYSE #BristowGroupInc Bristow Group Secures a Monumental 12-year Equipment Financing Deal worth $55 Million led by National Westminster Bank: $VTOL The aviation giant Bristow Group Inc. (NYSE:VTOL), including its subsidiaries,… dlvr.it/T1rSXv","Jan 25, 2024 · 6:51 AM UTC"
32,https://twitter.com/fabcross4engr/status/1750350149078159599#m,水素電気推進システムを採用したゼロエミッションのVTOL「Sirius Jet」を発表。2025年に発売予定だという。 https://engineer.fabcross.jp/archeive/240125_sirius-jet.html #VTOL　#水素　#ゼロエミッション　#SiriusJet,"Jan 25, 2024 · 2:49 AM UTC"
33,https://twitter.com/FusionFlightInc/status/1750242616556310612#m,"FusionFlight Infographics #1 We will begin by introducing the three fundamental propulsion methods for modern VTOL aviation: Electric Propulsion, Fuel Propulsion and Hybrid Propulsion. #propulsion #hybrid #generator #electric #propeller #vtol #evtol #hsvtol #batterytechnology","Jan 24, 2024 · 7:42 PM UTC"
34,https://twitter.com/dpa787/status/1750218251965981063#m,"the new #VTOL for Paris 2024 Olympic Games #jop2024 , yes ! As we say, in French ""aux chiottes""","Jan 24, 2024 · 6:05 PM UTC"
35,https://twitter.com/MoB917/status/1749911356453658895#m,"Bruh, I just watched this #LiftMovie on #Netflix... y'all could have at least researched airplane physics before putting this trash out. No way any of this tracks besides the #F35 #VTOL planes. I only kept watching because #Gugu was in it. #Gugu is awesome.","Jan 23, 2024 · 9:45 PM UTC"
36,https://twitter.com/ArenaSolutions/status/1749857534041641093#m,In two weeks we'll be in Santa Clara for the Transformative Vertical Flight meeting. We're excited to learn about the progress made on #VTOL #aircraft and technology. Stop by booth 304 to learn how Arena #PLM streamlines development. https://bit.ly/3SqitaA,"Jan 23, 2024 · 6:12 PM UTC"
37,https://twitter.com/YNHallak/status/1747081228812243237#m,"Swiss aviation startup Sirius Aviation unveiled the world’s first hydrogen-powered Vertical Take-Off and Landing (#VTOL) aircraft, the Sirius Jet. Developed in collaboration with BMW’s Designworks and Sauber Group, the hydrogen-electric VTOL aircraft merges jet aerodynamics with #helicopter versatility. The #Sirius Business Jet, offering a 1,150-mile flight range, and the #SiriusMillenniumJet, designed for commercial #aviation with a 650-mile range, are set to launch in 2025. The project involves key partnerships with #BMW Group’s DesignWorks, Sauber Group, Alfleth Engineering AG, and ALD Group, aiming to pioneer sustainable and high-performance aviation solutions. CREDIT: Fossbytes fb","Jan 16, 2024 · 2:19 AM UTC"
38,https://twitter.com/Grzegorz_Rossa/status/1749501272313442768#m,"Jest odwrotnie. „Twierdzenie, że w Polsce […] trzeba #CPK może powtarzać tylko ignorant, który nie zna” techniki, #VTOL.","Jan 22, 2024 · 6:36 PM UTC"
39,https://twitter.com/wingnews/status/1747476876720025784#m,スイスのシリウスが水素VTOL機開発へ BMWとザウバーが設計に協力 https://www.jwing.net/news/74074 #スイス #Sirius #水素　＃VTOL #BMW,"Jan 17, 2024 · 4:32 AM UTC"
40,https://twitter.com/USIinc/status/1749462303148290116#m,"Kaman to be acquired by Arcline for $1.8 billion... no longer to be publicly traded, being privately owned will streamline management and decision making processes. https://ow.ly/wPbv50QsSWo #USI #Kaman #KARGO #KMAX #ARCLINE #UAS #VTOL","Jan 22, 2024 · 4:01 PM UTC"
41,https://twitter.com/yespunjab/status/1749451200326406411#m,NASA proposes new solar powered airplane concept to explore Mars https://yespunjab.com/?p=920039 #NASA #Solar #Airplane #US #Washington #RedPlanet #CFJ #VTOL #Global #YesPunjab,"Jan 22, 2024 · 3:17 PM UTC"
42,https://twitter.com/Grzegorz_Rossa/status/1749447211463659783#m,"#VTOL spowoduje, że od #hub-ów odejdą wszyscy.","Jan 22, 2024 · 3:01 PM UTC"
43,https://twitter.com/fabriziocolista/status/1749434869434749222#m,"🛰️ #MarsNews La #NASA pensa a #MEGGIE, l'aereo marziano #VTOL per la ricerca di acqua dal cielo. L'esperienza fatta dal piccolo elicottero marziano #Ingenuity ha aperto nuove prospettive. https://www.fabriziocolista.it/si-chiama-maggie-il-velivolo-marziano-del-futuro/","Jan 22, 2024 · 2:12 PM UTC"
44,https://twitter.com/tuatbm/status/1749054785633034483#m,VTOLチャレンジ第3弾 一般機用のモーターの双発なので、余裕の推力です。スロットル5割で宙返りしています。 #VTOL?,"Jan 21, 2024 · 1:02 PM UTC"
45,https://twitter.com/VTOLsociety/status/1749212914001584341#m,"Join us in Silicon Valley on Feb. 6-8 to be part of Transformative Vertical Flight (#TVF2024) with includes the world's largest #eVTOL event & #VTOL #Aeromechanics Conference, with 70+ invited speakers, 70 technical papers & 37 exhibitors! Learn more: https://mailchi.mp/vtol/tvf-2024 #AAM","Jan 21, 2024 · 11:30 PM UTC"
46,https://twitter.com/asciijpeditors/status/1747170080474255496#m,XPENG AEROHTはCES 2024で陸・空どちらも走行できるプロペラ搭載EVのコンセプトモデル「eVTOL Flying Car」を展示した。 https://ascii.jp/elem/000/004/179/4179500/ #CES #VTOL #EV,"Jan 16, 2024 · 8:13 AM UTC"
47,https://twitter.com/droneindustry1/status/1749275824874754273#m,"Hi DISC Fam! #DroneIndustrySystemsCorp (#DISC) for #AutonomousInfrastructure IP Solutions for #drones and #VTOL delivery of people and cargo, has created a new brand branching off its IP and dedicated to its @Vertiports (@VTOLLandingPads and @VTOLAirports) The name: #VertiportInfrastructureSystemsCorp (#VISC) I’m humbled and honored to represent DISC and VISC with our own dedicated SME Panel speaking event on February 8th in #SiliconValley at the #eVTOLSymposium under the #VerticalFlightSociety (#VFS), speaking about the #VertiportinaBox Solution during the eVTOL session 14: Called- #AutonomousInfrastructureandOperations. DISC/VISC and its guest speakers at the VFS Symposium’s and its chosen Moderator on the Panel include: @MikeDiCosola, Smart AIML droneport / vertiport infrastructure inventor and developer, and CEO of Drone Industry Systems Corp. (DISC) and Vertiport Infrastructure Systems Corp(VISC) @JimSherman, AIAA Aviation Forum Executive-Moderator   • @ProfJasenkaRakas, Director of the Airport Design Studio at UC-Berkeley, and the Deputy Director of the FAA-funded National Center of Excellence in Aviation Operations Research (NEXTOR) @VirginiaStouffer, President of Transformational Technologies LLC • @KenFreeman, NASA Secure Airspace Project Engineer • @AndyChristian, #NASA Psychoacoustics Research Engineer Much more to come this year! https://t.me/droneindustrysystems","Jan 22, 2024 · 3:40 AM UTC"
48,https://twitter.com/muki46/status/1748926141425975704#m,"החברה השוויצרית #Sirius הציגה את מטוס ה #VTOL מונע מימן הראשון בעולם. טיסה ב 2025. להנעה זו טווח ומהירות גדולים יותר מ eVTOL. שתי גרסאות: Sirius Millennium Jet (טווח 1200 ק""מ) ו Sirius Business Jet (טווח 1900 ק""מ), ב 510 קמ""ש, שתוכננו עם Designworks ו Sauber Group של #BMW.","Jan 21, 2024 · 4:31 AM UTC"
49,https://twitter.com/GlobalGreenGame/status/1748779302605242766#m,This World’s First #Hydrogen-Powered #VTOL Aircraft Could Hit the Skies Next Year https://robbreport.com/motors/aviation/worlds-first-hydrogen-powered-vtol-aircraft-sirius-jet-1235472673/#utm_medium=social&utm_source=twitter&utm_campaign=social_bar&utm_content=top&utm_id=1235472673 via @RobbReport #HyFri,"Jan 20, 2024 · 6:47 PM UTC"
50,https://twitter.com/rrarabia/status/1748767348843307092#m,في مزيج من المحركات الهيدروجينية والكهربائية تأتي طائرات Sirius لتحطـم الأرقـام القياسيـة في السرعة والمـدى لطائرات #VTOL بعد حصولها على التراخيـص اللازمـة. https://www.rrarabia.com/ar/%D8%A3%D9%88%D9%84-%D8%B7%D8%A7%D8%A6%D8%B1%D8%A9-VTOL-%D9%81%D9%8A-%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85-%D8%AA%D8%B9%D9%85%D9%84-%D8%A8%D8%A7%D9%84%D9%87%D9%8A%D8%AF%D8%B1%D9%88%D8%AC%D9%8A%D9%86-%D8%AA%D8%B3%D8%AA%D8%B9%D8%AF-%D9%84%D9%84%D8%A5%D9%82%D9%84%D8%A7%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D8%B9%D8%A7%D9%85-%D8%A7%D9%84%D9%85%D9%82%D8%A8%D9%84,"Jan 20, 2024 · 6:00 PM UTC"
51,https://twitter.com/DefenseAdvance/status/1748750230667862444#m,Aerovel’s Flexrotor UAS Acquired by Airbus Helicopters Find out more >> https://hubs.la/Q02g_Z_f0 @Airbus @AerovelCorp #defense #defensetech #unmannedsystems #uav #technology #vtol,"Jan 20, 2024 · 4:51 PM UTC"
52,https://twitter.com/UnmannedSystem/status/1748738968269590628#m,👀 Take a look at the Top Five Most Read articles on UST last week >> https://hubs.la/Q02h1txC0 #uav #communications #defense #vtol #drones,"Jan 20, 2024 · 4:07 PM UTC"
53,https://twitter.com/Grzegorz_Rossa/status/1748716569406984443#m,"Poddacie się, postępowi technicznemu — #VTOL.","Jan 20, 2024 · 2:38 PM UTC"
54,https://twitter.com/LINLINTAO2/status/1748554630047699003#m,Hello everyone. Please don't forget that we YANGDA also have our gimbal cameras. Support customization with your creative ideas. #inspection #gimbal #payload #mapping #skywhalemax #EOIR #VTOL #drone #uav #vtol #lidar #surveillance #YANGDA #rescue #detection #droneservice,"Jan 20, 2024 · 3:54 AM UTC"
55,https://twitter.com/GlobalGreenGame/status/1748456192131604541#m,Meet The Sirius Jet: The World's First #Hydrogen-Powered #VTOL https://simpleflying.com/sirius-jet-hydrogen-powered-evtol/ #HyFri,"Jan 19, 2024 · 9:23 PM UTC"
56,https://twitter.com/RoushOfficial/status/1748435589643321520#m,"From commercial aircrafts to drone innovation, our dedicated team is ready for your next air mobility challenge. Learn more: https://ow.ly/4Y0Z50Qr5uY #aerospace #aircraft #aviation #drone #evtol #vtol","Jan 19, 2024 · 8:01 PM UTC"
57,https://twitter.com/PierrickMerlet/status/1748284963072418183#m,#Aéronautique : dans les coulisses de l'assemblage du premier #VTOL à taille réelle d'@ascendance_ft à #Toulouse https://toulouse.latribune.fr/entreprises/2024-01-19/aeronautique-dans-les-coulisses-de-l-assemblage-du-premier-vtol-a-taille-reelle-d-ascendance-988208.html via @LaTribune @AerospaceValley @GifasOfficiel @FrenchTech_Tlse @LaFrenchTech @Bpifrance @IrdiCapital__I @DGAC @MCABIROL @LeoBarnier,"Jan 19, 2024 · 10:03 AM UTC"
58,https://twitter.com/DefenseAdvance/status/1748270318878146787#m,Aerovel and its Flexrotor UAS have been acquired by Airbus Helicopters as part of Airbus’ strategy to strengthen its portfolio of tactical unmanned solutions Read more: https://hubs.la/Q02gWt-w0 @Airbus @AerovelCorp #defense #defensetech #unmannedsystems #uav #vtol,"Jan 19, 2024 · 9:04 AM UTC"
59,https://twitter.com/Designer_3dn/status/1748164365927289264#m,Military #lowpoly #Vehicle #3DModel on link https://skfb.ly/6zrUs via @Sketchfab @IndieAoba @GameDev_RT #3DModel #helicopter #gamedev #gamedevelopment #gamedesign #Aircraft #3dmodeling #indiedev #Transportation #aircrafts #vtol #3D #3DCG #Military #vehicle #b3d,"Jan 19, 2024 · 2:03 AM UTC"
60,https://twitter.com/Designer_3dn/status/1748163012127498726#m,Bell Agusta BA-609 N609AG #3DModel on link https://cgtrader.com/products/bell-agusta-ba-609-n609ag-verticopter @IndieAoba @gamedevrt #flying #flyingtaxi #3dmodeling #Transportation #gamedev #aircraft #lowpoly #indiedev #3DCG #Vehicle #b3d #CGI #3dcgi #gamedesign #3dmodels #3D #CGI #Airplane #vtol #vehicles,"Jan 19, 2024 · 1:58 AM UTC"
61,https://twitter.com/Grzegorz_Rossa/status/1748073931259404785#m,"Pasażerowie nie będą latali #HOTOL, tylko #VTOL.","Jan 18, 2024 · 8:04 PM UTC"
62,https://twitter.com/UnmannedSystem/status/1748073771112550792#m,Airbus Helicopters Acquires Aerovel and its UAS Find out more >> https://hubs.la/Q02gN0vJ0 @Airbus #unmannedsystems #uav #technology #defensetech #publicsafety #vtol,"Jan 18, 2024 · 8:03 PM UTC"
63,https://twitter.com/Grzegorz_Rossa/status/1748053246235619606#m,"„Projekt #CPK i tak jest opóźniony” wobec stanu techniki, #VTOL.","Jan 18, 2024 · 6:42 PM UTC"
64,https://twitter.com/Grzegorz_Rossa/status/1748051526549913699#m,"„jeżeli chcecie, aby w Polsce myślano długofalowo, to” uwzględnijcie #VTOL.","Jan 18, 2024 · 6:35 PM UTC"
65,https://twitter.com/Grzegorz_Rossa/status/1747958149250797923#m,#CPK już ubił #VTOL.,"Jan 18, 2024 · 12:24 PM UTC"
66,https://twitter.com/DroneHelpline/status/1747920087032705337#m,"The Department of Science & Technology, Government of Gujarat (DST) partnered with @Skydrive_Global, #japan to accelerate the application of e-VTOL aircraft 🚀 operations in the State of Gujarat by 2027. #startups #vtol #dronebusiness #giftcity #droneindustry","Jan 18, 2024 · 9:53 AM UTC"
67,https://twitter.com/Louis8547530855/status/1747820628961640605#m,VTOL drone by Digital Eagle. see our product : https://www.aieagleuav.com/products-77249 #drone #vtol #rcairplane #professional #security,"Jan 18, 2024 · 3:18 AM UTC"
68,https://twitter.com/RoushOfficial/status/1747740888250372200#m,"We are Roush, and through aerospace engineering, prototyping, testing, and beyond, we can take you to new heights. #teamroush #aerospace #aircraft #airmobility #evtol #vtol","Jan 17, 2024 · 10:01 PM UTC"
69,https://twitter.com/Grzegorz_Rossa/status/1747727499650339117#m,"„gdyby powstał CPK”, #Niemcy by nie straciły, straciłaby #Polska, #CPK nie zagraża #VTOL.","Jan 17, 2024 · 9:08 PM UTC"
70,https://twitter.com/Grzegorz_Rossa/status/1747667967381217498#m,"#CPK już nie przetrwał, zabił go #VTOL.","Jan 17, 2024 · 5:11 PM UTC"
71,https://twitter.com/embention/status/1747654628454314460#m,✈️ Embention will be present next week at UMEX 2024 in Abu Dhabi National Exhibition Centre (ADNEC) Would you like to meet us? 📲 Contact us at [email protected] and discover the latest innovations in autopilots and aircraft components! #UMEX #VTOL #UAV #VeronteAutopilot,"Jan 17, 2024 · 4:18 PM UTC"
72,https://twitter.com/UnmannedSystem/status/1747650985718108285#m,"Airbus Helicopters & Aerovel have signed an agreement regarding the acquisition of Aerovel and its UAS, Flexrotor, to strengthen Airbus' portfolio of tactical unmanned solutions Read more: https://hubs.la/Q02gN1x60 @Airbus #unmannedsystems #uav #technology #defensetech #vtol","Jan 17, 2024 · 4:03 PM UTC"
73,https://twitter.com/Grzegorz_Rossa/status/1747641926965223555#m,"→ Pipidówa Górna, lądowisko #VTOL","Jan 17, 2024 · 3:27 PM UTC"
74,https://twitter.com/BottlesFan/status/1747638619173425393#m,Sirius Aviation AG s’apprête à dévoiler le Sirius jet son premier avion à propulsion hydrogène et décollage vertical. SOURCE : Aerocontact et Oreaco #aviation #VTOL #avion #hydrogen #innovations #innovation https://www.linkedin.com/feed/update/urn:li:activity:7153303687426170882/,"Jan 17, 2024 · 3:14 PM UTC"
75,https://twitter.com/Grzegorz_Rossa/status/1747634628897186150#m,#CPK już jest zaorany przez #VTOL.,"Jan 17, 2024 · 2:58 PM UTC"
76,https://twitter.com/Grzegorz_Rossa/status/1747621301559107703#m,Wobec #VTOL #CPK jest na poziomie zajezdni dyliżansów.,"Jan 17, 2024 · 2:06 PM UTC"
77,https://twitter.com/Grzegorz_Rossa/status/1747594727061397624#m,Czy w raporcie jest o #VTOL?,"Jan 17, 2024 · 12:20 PM UTC"
78,https://twitter.com/karlblucas/status/1747529373647860159#m,SPANISH HARRIER Always a crowd pleaser the Spanish Harrier (Matador) taxi's along Fairford's runway before taking off to begin it's display. #spanish #harrier #matador #vtol #tailart #airshow #airdisplay #riat #fairford,"Jan 17, 2024 · 8:00 AM UTC"
79,https://twitter.com/AcGcKarbon/status/1747524948611027291#m,"Uçan Araba Simülasyon Yarışması ne demek oluyor? Uçan bir araba yapın da görelim. Çizgi film yarışması ile ne amaçlıyorsunuz. Dünyada çökmekte olan elektrikli #eVTOL saçmalığı varken, gerçek #VTOL tasarımlarının önünü kapatıyorsunuz @teknofest @T3Vakfi bence bir düşünün?!","Jan 17, 2024 · 7:43 AM UTC"
80,https://twitter.com/MMCUAV/status/1747439705577378077#m,🐯More details about our Griflion M8 VTOL fixed wing drone!!! ↓↓↓↓ #MMCUAV #china #drone #drones #uav #vtol #bestdrone #fixedwing #industrial #agricultural #agriculture #mapping #inspection #surveying #search #rescue #monitoring #dronetechnology #dronecamera #dronephotography,"Jan 17, 2024 · 2:04 AM UTC"
81,https://twitter.com/UnmannedSystem/status/1747214384215064584#m,Ultra-Long Endurance VTOL UAV Platform Launched Find out more: https://hubs.la/Q02gq_Cx0 #unmanned #unmannedsystems #uav #drone #vtol @BellaBi1125,"Jan 16, 2024 · 11:09 AM UTC"
82,https://twitter.com/DefenseMirror/status/1747194233227014528#m,"Airbus Helicopters to Acquire VTOL UAV Manufacturer, Aerovel: https://defensemirror.com/news/35854/Airbus_Helicopters_to_Acquire_VTOL_UAV_Manufacturer__Aerovel . @AirbusHeli @AirbusDefence @AerovelCorp #Innovation #Defence #UAS #MUMT #Flexrotor #VTOL #UAV","Jan 16, 2024 · 9:49 AM UTC"
