URL,Date,Text,Lang,Likes,Retweets,Replies
https://twitter.com/hashtag/drone?src=hashtag_click,16/06/2022,"We're in the middle of a drone explosion:
- $5B investment in last 2 years
- 129 startups
- 170 air taxi, cargo, VTOL drones in development

#drone #dronetaxi #VTOL",en,1,,
https://t.co/s3F2xtC7RL,08/06/2022,"AutoFlight releases test flight video of updated Prosperity I eVTOL air taxi

https://zpr.io/feczyG9znDWx

#drone  #dronestories  #uav  #technology",en,,,
https://t.co/Rio18AF27d,08/06/2022,"Volocopter’s four-seat eVTOL VoloConnect air taxi completes first flight

https://zpr.io/DRhxFjPLYFBN

#drone  #dronestories  #uav  #technology",en,,,
https://twitter.com/jobyaviation,01/06/2022,"Congratulations to 
@JobyAviation
  for their FAA certification to begin commercial air taxi services! 

#Joby #Aviation #eVTOL #drone #aircraft #epropelled #aerospace 

Joby Aviation Gets Part 135 Carrier Certificate: Company Plans eVTOL Service for 2024 https://hubs.li/Q01cw2RZ0",en,2,,
https://t.co/3pxkJkanBB,27/05/2022,"Joby receives FAA Part 135 Air Carrier Certificate ahead of eVTOL air taxi launch schedule

https://zpr.io/JBfxQahZYW2H

#drone  #dronestories  #uav  #technology",en,,,
https://t.co/i4EeHe2Kks,19/05/2022,"AiRMOUR develops Urban Air Mobility noise model and supporting noise measurement procedure. This novel approach enables simulation of percepted passenger eVTOL noise on the ground https://airmour.eu/airmour-develops-a-model-to-minimise-noise-disturbance-of-urban-air-mobility/… 
#UAM #drones #H2020",en,3,1,
https://t.co/96008X1Ndk,11/05/2022,"Archer cofounder resigns as its eVTOL air taxi pursues certification

https://zpr.io/Bsdrgwd9LceW

#drone  #dronestories  #uav  #technology",en,,,
https://twitter.com/UrbanAirPort,26/04/2022,"Urban-Air Port opens first functional eVTOL vertiport - DroneDJ

Builder of infrastructure for drone delivery and eVTOL air taxi vehicles, Urban-Air Port opens its first fully functional vertiport.


@UrbanAirPort
  

#dronedelivery #airtaxi #vertiport https://news.dronedesk.io/owkaEX",en,,,
https://twitter.com/hashtag/drone?src=hashtag_click,22/04/2022,"In case you missed it, listen to our Net Hero Podcast - “Taxi – fly me round the corner!”

Could flying in #drone-like electric taxis beat the congestion and clean up our air?


@UrbanAirPort


 #eVTOL #drones #electricvehicles #podcast #NetHeroPodcast

https://futurenetzero.com/2022/02/09/net-hero-podcast-taxi-fly-me-round-the-corner/…",en,,,
https://t.co/eSaaQEtCv2,07/04/2022,"Flying over traffic and river on eVTOL drone air taxi
https://youtu.be/vno29seSq8c

#eVTOL #AirTaxi #FlyingTaxi #Aircraft #UrbanMobility #Transportation #mobility #EHANG #EH216 #空飛ぶタクシー",en,4,1,1
https://twitter.com/hashtag/drones?src=hashtag_click,05/04/2022,", United Airlines said it will buy up to 200 small electric air taxis to  help customer in urban area get to airport. Taxi For Illustrations only..Credit for video unknown #drones #airtransport #innovation !",en,1,,
https://twitter.com/hashtag/drones?src=hashtag_click,04/04/2022,", United Airlines said it will buy up to 200 small electric air taxis to  help customer in urban area get to airport. Taxi For Illustrations only..Credit for video unknown #drones #airtransport #innovation !",en,,,
https://twitter.com/hashtag/Drone?src=hashtag_click,30/03/2022,"Multi Modal Mobility Hubs and UAM: From the Floor of Amsterdam #Drone Week: This morning at Amsterdam #Drone Week, a panel of top players in the urban air mobility (UAM) industry talked about multi modal hubs – how passenger eVTOLS can be integrated into… https://dronelife.com/2022/03/30/multi-modal-mobility-hubs-and-uam-from-the-floor-of-amsterdam-drone-week/?utm_source=dlvr.it&utm_medium=twitter…",en,1,,
https://t.co/53TS7ySDEJ,18/03/2022,"FAA approves Joby’s approach to eVTOL air taxi development

https://zpr.io/exXBSzWbTkAk

#drone  #dronestories  #uav  #technology",en,,,
https://twitter.com/hashtag/drones?src=hashtag_click,12/03/2022,", United Airlines said it will buy up to 200 small electric air taxis to  help customer in urban area get to airport. Taxi For Illustrations only..Credit for video unknown #drones #airtransport #innovation !",en,,,
https://t.co/BXD9QiLLSl,28/02/2022,"Archer CEOs discuss 2022 eVTOL air taxi development goals

https://zpr.io/V79B7egmBpzP

#drone  #dronestories  #uav  #technology",en,,,
https://t.co/9y24jEsSRq,17/02/2022,"AutoFlight’s Prosperity I eVTOL air taxi passes transition test [Video]

https://zpr.io/UkJHLWxjjBAt

#drone  #dronestories  #uav  #technology",en,,,
https://t.co/qsQGjYKSmk,17/02/2022,"Joby, All Nippon Airways team up in eVTOL air taxi venture

https://zpr.io/QGx75628yfjy

#drone  #dronestories  #uav  #technology",en,,,
https://twitter.com/hashtag/drones?src=hashtag_click,14/02/2022,"What will passenger transport #drones be used for

Who is the target market for urban air #mobility

 Pierre Becquart, Head of urban air mobility at 
@RATPgroup
, provides the answers 

#AgilityEffect
https://bit.ly/3GTL677",en,1,,
https://twitter.com/hashtag/drones?src=hashtag_click,10/02/2022,", United Airlines said it will buy up to 200 small electric air taxis to  help customer in urban area get to airport. Taxi For Illustrations only..Credit for video unknown #drones #airtransport #innovation !",en,,,
https://twitter.com/hashtag/drone?src=hashtag_click,09/02/2022,"Net Hero Podcast - “Taxi – fly me round the corner!”

Could flying in #drone-like electric taxis beat the congestion and clean up our air?


@UrbanAirPort

 
#eVTOL #drones #electricvehicles #podcast #NetHeroPodcast",en,2,2,
https://t.co/xCPBvXdSi0,25/01/2022,"Wisk gets $450 million for eVTOL air taxi certification push

https://zpr.io/q8vh4SMR3J5R

#drone  #dronestories  #uav  #technology",en,,,
https://t.co/DQhWKtH2xj,21/01/2022,"Skyports buys London heliport as its future eVTOL air taxi vertiport

https://zpr.io/PG854iBreuP5

#drone  #dronestories  #uav  #technology",en,,,
https://t.co/k3C88xr6x2,18/01/2022,"China’s AutoFlight opens EU eVTOL air taxi R&D, testing unit

https://zpr.io/yeqHaUjZAc6f

#drone  #dronestories  #uav  #technology",en,,,
