Text,Sentiment Scores,Sentiment Label
EHang’s Certified EH216-S Pilotless Passenger-Carrying Aerial Vehicles Debut Commercial Flight Demonstrations in Guangzhou and Hefei $EH #eVTOL  https://greenstocknews.com/news/nasdaq/eh/ehang-s-certified-eh216-s-pilotless-passenger-carrying-aerial-vehicles-debut-commercial-flight-demonstrations-in-guangzhou-and-hefei…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"As the year closes, we look back at 2023 in Advanced Air Mobility through five data points.
To download the PDF: https://bit.ly/47j29MV.

#advancedairmobility #aam #urbanairmobility #uam #regionalairmobility #ram","{'neg': 0.0, 'neu': 0.931, 'pos': 0.069, 'compound': 0.25}",positive
"See the 'Flying Taxi' that will be featured in the '24 Olympics in Paris.

#eVTOL #SAF #technology #airtaxi #AUM #pilot #aviation #dronetechnology #drones","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
Watch an Electric Air Taxi Take Its First Flight Over New York City: Joby's five-person electric aircraft became the first #eVTOL to fly in Manhattan's air space. https://ow.ly/pUsT50Ql5ZM #EVs #UAM #AAM,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"High-speed #VTOL project for 
@DARPA
 signs 
@BellFlight
, 
@AuroraFlightSci
, 
@northropgrumman
 & #PiaseckiAircraft","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"China's innovative air taxi, the M1, has completed a successful test flight, marking a milestone in the development of electric vertical take-off and landing (eVTOL) aircraft. 

#BroadcastRepublic #AirTaxi #M1TestFlight #UrbanAirMobility #eVTOL #FutureTech #ChinaTech","{'neg': 0.0, 'neu': 0.812, 'pos': 0.188, 'compound': 0.7717}",positive
"$EH what a great pic! 
@ehang
 is the one and only #eVTOL company actually flying folks!! ","{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.7163}",positive
"Our latest post is about two flying car designs that just never went into production. Or maybe they still will...

https://carscanfly.com/p/two-cool-flying-car-designs-that…

#evtol #flyingcars","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"@ehang
 It's a historic day, Congratulations #aviation #zeroCO2 #eVTOL #airtaxi #china #AAM","{'neg': 0.0, 'neu': 0.719, 'pos': 0.281, 'compound': 0.5994}",positive
Surf Air Mobility Enters into Binding Terms for a $35.2 Million Mandatory Convertible Debenture with GEM Global Yield LLC - Green Stock News https://greenstocknews.com/news/nyse/srfm/surf-air-mobility-enters-into-binding-terms-for-a-35-2-million-mandatory-convertible-debenture-with-gem-global-yield-llc… $SRFM #sustainabletransport #evtol,"{'neg': 0.0, 'neu': 0.949, 'pos': 0.051, 'compound': 0.0772}",positive
"Flying taxi services could begin appearing as early as 2024 https://techspot.com/news/101339-flying-taxi-services-could-begin-appearing-early-2024.html… 
#evtol #eaviationnews","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"@ehang
 today is a great day for #aviation. Today, #eVTOL #airtaxi #EH216-S completed the first commercial operation in #China, fantastic new. The new era of the aviation is starting in this moment, December 28 2023, after 120 years #kittyhawk first motor flight","{'neg': 0.0, 'neu': 0.835, 'pos': 0.165, 'compound': 0.8271}",positive
"XPeng Aeroht flies tiltrotor eVTOL aircraft for take-off and hovering tests https://cnrobopedia.com/xpeng-aeroht-flies-tiltrotor-evtol-aircraft-for-take-off-and-hovering-tests/…
#Xpeng #Aeroht #eVTOL #flyingcar #tiltrotor","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"VIDEO: an up-close look at a fleet of newly produced, type-certificated version of 
@EHANG
 $EH pilotless passenger #eVTOL aircraft EH216-S","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"JETRACER® is a vertical take-off and landing aircraft, with no lifting surface, powered by 10 micro-turbojets capable of reaching a max speed of 250 km/h.  

Video source: 
@zapatacompany


#aircraft #technology #engineering #aviation #innovation #VTOL #future","{'neg': 0.06, 'neu': 0.82, 'pos': 0.12, 'compound': 0.296}",positive
"@FlyNow_Aviation
 now presents its cutting-edge #eVTOL, as a part of 
@SchaefflerGroup
 at 
@CES
 2024 in #LasVegas #Reshaping the #future of #UrbanMobility
#PAV #CAV #AirVehicle #FlynowatCES #schaeffler","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"Meet YANGDA in WDS 2024 for our latest industrial drones and advanced equipment for security and defense.

#WDS #exhibition #defense #security #yangda #drone #aero #vtol #UAV","{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.5994}",positive
"Digital Eagle's VTOL fixed-wing drone is revolutionizing border patrol operations worldwide.
#drones #dronesurveying #dronesurvey #DroneInnovation #droneinspections #dronetechnology #UAV #VTOL #fixedwing #protection #patrol #security #SecuritySolutions #surveying #professional","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"Soaring into the future! Our tilt-wing validation aircraft successfully conducted the hovering test. Innovation takes flight beyond the ordinary. 

#XPENGAEROHT #Innovation #Tech #eVTOL","{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.7263}",positive
"Derek Jordanou-Bailey (Chief Engineer, Helix), 
@mkt99p
 (COO, 
@H55aEro
), 
@wo_otto
 (President - Electrical, 
@RollsRoyce
), 
@1flyingwilli
 (CEO, Flying Pages) and others who shared the latest and greatest on #eVTOL and #electricaviation with us.","{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.765}",positive
"VIDEO: a sneak peek of tomorrow’s major #eVTOL event in Hefei by 
@EHANG
 $EH","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
#eVTOL player $JOBY has partnered with ANA and Nomura Real Estate Development on the development of #vertiport infrastructure in #Japan,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"Dive into the future of aviation with 'Redefining Flight: 5 Fascinating Facts About eVTOL Batteries.'  Explore cutting-edge battery tech, sustainability efforts, and more. Read it here: http://go.3ds.com/Yig  #eVTOL #AviationInnovation","{'neg': 0.0, 'neu': 0.885, 'pos': 0.115, 'compound': 0.5423}",positive
"If you believe that personal aviation is not a distant dream 50 years in the future for the #eVTOL market, you might want to check out $joby aviation for your portfolio.  #verticaltakeoff","{'neg': 0.054, 'neu': 0.905, 'pos': 0.041, 'compound': -0.1129}",negative
"Dive into the future of aviation with 'Redefining Flight: 5 Fascinating Facts About eVTOL Batteries.'  Explore cutting-edge battery tech, sustainability efforts, and more. Read it here: http://go.3ds.com/WHo  #eVTOL #AviationInnovation","{'neg': 0.0, 'neu': 0.885, 'pos': 0.115, 'compound': 0.5423}",positive
"I believe the Italian and Spanish Navy are still operating the Harrier, however I’m not 100% sure. Let me know

#HomeOfAircraft #AvPay #aviationhistory #airplanes #aviationindustry #aviationdaily #aircraft  #aircraftlovers #harrier #royalnavy #vtol #flynavy #jetfighter","{'neg': 0.06, 'neu': 0.94, 'pos': 0.0, 'compound': -0.2411}",negative
" Spotlight on Tahsin Kart at CycloTech: Featured in the #eVTOLInsights 'Ones to Watch Special Report 2023'
Tahsin Kart, Head of Engineering at CycloTech, with 15 years industry expertise. Tahsin's #leadership has been pivotal in the #eVTOL space. 
 #CycloRotor #UAM #eVTOL","{'neg': 0.0, 'neu': 0.935, 'pos': 0.065, 'compound': 0.4019}",positive
"I have no idea how to use any of the weapons in #Vtol #vr  except for the cannon, thats just a point n pull trigger type of deal
the rest is wicked confusing or im not paying attention, probably both!

i dont even know whats going on in this gif...
& I chose it.. 

wtf

#gamedev","{'neg': 0.244, 'neu': 0.756, 'pos': 0.0, 'compound': -0.9259}",negative
The National Civil Aviation Agency of Brazil has released proposed airworthiness criteria for $EVEX's under-development #eVTOL. The public consultation period last through mid-Feb 2024.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
" What if an aircraft could take off vertically like a helicopter and fly forward like an airplane?

  Patent US10513334B2 describes an X-tiltwing aircraft that can do just that!  #VTOL #innovation #aviation #patent #patents","{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.6476}",positive
"Take a look back at the momentous launch of 
@ehang
's European Urban Air Mobility Center in Spain! Watch as they set new benchmarks for unmanned #eVTOL #aircraft integration with airport infrastructure and air traffic management systems.

Video source: 
@ehang


#tech #engineering","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"#evtol maw this certification, is the last and most important one! Production can start, slowly mobility in metropolitan cities gets easier. Lucky for those 'on board'. Retards laughed, investing in ZERO

Ehang EH216-S nu volledig gecertificeerde eVTOL https://pilootenvliegtuig.nl/2023/12/22/ehang-eh-216-s-swerelds-eerste-gecertificeerde-evtol/…","{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.8746}",positive
"A picture is worth a thousand words.

At the iconic location in urban Shenzhen, 
@EHANG
 $EH #eVTOL vertiport is now established:","{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.2263}",positive
Shenzhen Bao'an District and EHang Announce Launch of UAM Operation Demonstration Center at OH Bay - Green Stock News https://greenstocknews.com/news/nasdaq/eh/shenzhen-bao-an-district-and-ehang-announce-launch-of-uam-operation-demonstration-center-at-oh-bay… $EH #sustainabletransport #eVTOL,"{'neg': 0.0, 'neu': 0.938, 'pos': 0.062, 'compound': 0.1027}",positive
"https://hindeez.com/blog/9027/the-dream-of-air-taxis-will-soon-become-a-reality-as-nasa-has-successfully-tested-the-capabilities-of-autonomous-flight-through-drones…
The dream of air taxis will soon become a reality as NASA has successfully tested the capabilities of autonomous flight through drones.
#Airtaxidream #takesflight #NASA #flyingtaxis #urbanairmobility #selfflyingvehicles #transportation #drone #innovation","{'neg': 0.0, 'neu': 0.848, 'pos': 0.152, 'compound': 0.6369}",positive
".
@EveAirMobility
 Receives #ESG Financing Guarantee from 
@Bradesco
 Bank in Long Term Funding 

#Aviation #Aerospace #avgeek #avgeeks #Technology #MobilityReimagined #EmbraerStories #WeAreEmbraer #Future #eVTOL 
@embraer","{'neg': 0.0, 'neu': 0.917, 'pos': 0.083, 'compound': 0.25}",positive
".
@EveAirMobility
's #eVTOL Airworthiness Criteria Released for Public Consultation 

#Aviation #Aerospace #avgeek #avgeeks #Technology #MobilityReimagined #EmbraerStories #WeAreEmbraer 
@embraer","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"Flying Taxis Are Coming in 2024. You Read That Right
https://rollingstone.com/culture/culture-features/air-taxis-flying-cars-joby-aviation-1234909157/… #eVTOL","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"Watch 
@EHANG
 $EH #eVTOL flying over water in urban Shenzhen:","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"Now part of the Shenzhen skyline: 
@EHANG
 $EH #eVTOL","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"""The City Speaker!"" Transformers Legacy United Deluxe Cyberverse Universe Windblade | HNE Toys
Windblade has been a very popular character since she was first introduced.

https://youtu.be/wIOi4kxXPA4

#Transformers #Legacy #United #Cyberverse #Universe #Windblade #Jet #VTOL","{'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0.7339}",positive
Butterfly – the Massive New Electric Plane Joins the eVTOL Family - i-HLS - https://goo.gl/alerts/LY6fxs #evtol #eaviationnews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"This #drones can deliver between 2 moving #Boats

#VolansI #deliverPackages #heavyLoads #longDistances #Autonomous #VTOL #Innovation #Tech #Technology #TechNews","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"In this holiday season of hope and faith, I want to express my deepest gratitude to all who follow me in remotely piloted aerial technology #drone. Joy, love and harmony for these special dates. 
Happy holidays and a prosperous 2024. #eVTOL #UTM #airtaxi #AAM 
@evtolstockman
 ","{'neg': 0.0, 'neu': 0.464, 'pos': 0.536, 'compound': 0.987}",positive
"when we will see this in working? a 4 seater, #multicopter #vehicle

 
@Airbus

#CityAirbus #Innovation #Tech #Technology #TechNews #ScienceAndTechnology #engineering #eVTOL #ElectricVehicle #Aircraft","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"Osaka tests electric flying taxi ahead of World Expo 2025

“Volocopter and partners are preparing early for the 2025 Expo to have the advanced know-how to operate our eVTOLs seamlessly when the time comes.”

 https://cities-today.com/osaka-tests-electric-flying-taxi-ahead-of-world-expo-2025/…


@volocopter
 
@expo2025japan
 #eVTOL","{'neg': 0.0, 'neu': 0.949, 'pos': 0.051, 'compound': 0.25}",positive
"Lets press some more VR buttons!
#VTOL #VR 
Many buttons to press in a airplane! 

http://Twitch.tv/MrMustachieo81 

Im vibing the helly DLC.. kinda want! & they just launched a new jet too.. #want 
Lots to learn, tons of fun!


@bdynamics_vr
 #twitch #flightsim #gamedev #indiedev","{'neg': 0.0, 'neu': 0.841, 'pos': 0.159, 'compound': 0.7162}",positive
"Hyundai Motor Group's Advanced Air Mobility company, 
@Supernal_aero
 is set to unveil its electric vertical takeoff and landing (eVTOL) vehicle and vertiport concept at 
@CES
 2024.

Read more: https://ow.ly/RAZN50QlHqv

#CES2024 #Supernal #eVTOL #Vertiport","{'neg': 0.0, 'neu': 0.941, 'pos': 0.059, 'compound': 0.25}",positive
"We were lucky enough to be the first English media to film with the new #XPENG X3!

A glimpse of true flying cars perhaps?

We also go thru 
@XPENG_AEROHT
’s history and models leading up to their latest…

Definitely worth a watch!

$XPEV #flyingcars #evtol","{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.8684}",positive
"Great work by BonV Team leading the eVTOL technology in India and globally

Kudos to Satya and team and best wishes for their journey in Meet the Drapers Season 6

Let’s vote for BonV

#evtol #drones #drapertv #IndianArmy #NDRF #startup #InvestInIndia #venturecapital #India #ev","{'neg': 0.0, 'neu': 0.747, 'pos': 0.253, 'compound': 0.9217}",positive
"2023 was a brilliant year for AIBOT, and 2024 looks even brighter! We wish you and yours the Happiest of Holidays and a fantastic New Year from all of us at AIBOT. #eVTOL #sustainable","{'neg': 0.0, 'neu': 0.568, 'pos': 0.432, 'compound': 0.9628}",positive
Does that include your #VTOL miles too! https://twitter.com/ngoel/status/1738626915236225229…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"#Lilium has begun assembly of a full-scale airframe of its #eVTOL. Flight testing is expected to start in late 2024, w/ entry into service anticipated in 2026.

Lilium & #Lufthansa signed an MoU re: a ""strategic partnership to explore"" eVTOL commercial applications in Europe.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"Further proof that 
@overair_inc
 has an incredible team of #eVTOL engineering experts! #VTOLworkforce 
@DiversiFlite","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"Such impressive progress by 
@overair_inc
 in 2023! We're looking forward to see the company's continued progress - and that of the whole #eVTOL world - in 2024!","{'neg': 0.0, 'neu': 0.699, 'pos': 0.301, 'compound': 0.8585}",positive
"Fantastic progress by the 
@WiskAero
 team this year. Very excited to see the company's continued progress and that of the whole #eVTOL world in 2024!","{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.9039}",positive
"2023 was a banner year for 
@ehang
 and for the whole world of #eVTOL developments. 2024 will see electric aviation continue to accelerate!","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"Such impressive #eVTOL progress from the 
@VerticalAero
 team. Can't wait to see what you have in store for 2024!","{'neg': 0.0, 'neu': 0.727, 'pos': 0.273, 'compound': 0.75}",positive
"Congratulations on a fantastic year of #eVTOL progress. 
@ArcherAviation
 continues to set incredibly aggressive goals year after year, and meets every one. Well done!","{'neg': 0.058, 'neu': 0.552, 'pos': 0.39, 'compound': 0.8956}",positive
Archer's Midnight eVTOL Aircraft Wins Transportation Design of the Year Award - https://goo.gl/alerts/cBBfSS #evtol #eaviationnews,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.802}",positive
"Overair completes assembly of full-scale Butterfly eVTOL vehicle prototype | CompositesWorld https://compositesworld.com/news/overair-completes-assembly-of-full-scale-butterfly-evtol-vehicle-prototype… via 
@CompositesWrld
 
#evtol #eaviationnews","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"LYTE Aviation and Kookiejar partner on heavy payload eVTOL delivery operations

Find out more: https://hubs.ly/Q02dDh8x0

#advancedairmobility #aam #vertiport #evtol #aircraft #aerospace #mobility #technology #tech 
@LYTEAVIATION","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"#NEWS | The EHang EH216-S  aircraft has obtained the world’s first Airworthiness Certificate for a pilotless passenger-carrying eVTOL aircraft.

Read more at AviationSource!

https://aviationsourcenews.com/general-aviation/ehang-eh216-s-receives-caac-airworthiness-certification/…

#EHang #UAV #eVTOL #UAM #AvGeek","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
#VTOL Flying #Firetruck for those hard to reach places.,"{'neg': 0.147, 'neu': 0.737, 'pos': 0.116, 'compound': -0.0772}",negative
"Do we continue some more #Vtol #vr tonight? Or another VR game! #iRacing or some #MicrosoftFlightSim 
@MSFSofficial

Use our new hotas!
Idk.. we will see later on!

#twitch #gamedev #indiedev","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
" What do new generations of travelers demand from aviation?

 Thank you for the opportunity to share my insights with 
@RollsRoyce
, 
@Boeing
 and 
@DubaiAirports
 on the demands from younger generations!

#eVTOL #Aviation #Mobility #GenZ 
@CrisalionMob","{'neg': 0.038, 'neu': 0.764, 'pos': 0.198, 'compound': 0.7424}",positive
"#NEWS | The MUSE Design Awards, an International design competition, recognizes Archer’s eVTOL Midnight as 2023 “Transportation Design of the Year”

Read more at AviationSource!

https://aviationsourcenews.com/general-aviation/archer-aviations-midnight-aircraft-named-transportation-design-of-the-year/…

#Muse #ArcherAviation #eVTOL #AvGeek","{'neg': 0.0, 'neu': 0.895, 'pos': 0.105, 'compound': 0.5093}",positive
