Text,Sentiment Scores,Sentiment Label
".
@Lilium
 has received Design Organization Approval (DOA) from the European Union Aviation Safety Agency (EASA). 

More details: https://hubs.la/Q02bkg-y0

#advancedairmobility #aam #evtol #aircraft #airtaxi #aviation #flight #transport #aerospace #electric","{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.7096}",positive
"Our Generic Computing Modules (GCM): versatile, scalable, future-ready for diverse aviation needs. Optimized for weight, volume & cost, they integrate seamlessly across various #aircraft functions. Efficient + reliable implementation. #DiehlAviation #EuropeanRotors #AAM #eVTOL","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.7003}",positive
"Chief Pilot Jace ""Digit"" McCown pilots HEXA over Lake Austin

Hexa is an all-electric vertical takeoff and landing (eVTOL) single-passenger wingless multicopter ultralight aimed primarily at tourism and short distance travel.

Video source: 
@LIFTAircraft


#eVTOL #tech #aircraft","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"#Eve Air Mobility and #Jeju Air to bring #eVTOL to South Korea 
#UAM","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"Flying taxi firm Lilium receives EU approval for its electric jets
https://cnbc.com/2023/11/27/flying-taxi-firm-lilium-receives-eu-approval-for-its-electric-jets.html… #eVTOL","{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.4767}",positive
"Air tiger-50 Vertical Take-off and Landing VTOL Drone Landing Video #vtol #vtoldrone #vtoluav!!!
See more at-https://youtu.be/bewNuAl656k","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"Net positive startup experience.

#startup #technology #aviation #aviationlovers #entrepreneurs #pitch #VTOL","{'neg': 0.0, 'neu': 0.735, 'pos': 0.265, 'compound': 0.5574}",positive
"The electric vertical takeoff and landing aircraft market is improving operational efficiency with the goal of providing flexibility and convenience to customers

https://openpr.com/news/3306350/investing-in-the-future-opportunities-in-the-evtol-aircraft…
#eVTOL #Aircraft","{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.7717}",positive
"I’m only beginning to know your pain I’ve spent 3 days awake desperately trying to get our #Ukraina #foreign #legion  section a #VTOL Fixed Wing #UAV #ISR for the international team I’m in, we can work with out it and it’s as if all the #StandWithUkraine supporters disappeared","{'neg': 0.148, 'neu': 0.797, 'pos': 0.055, 'compound': -0.5994}",negative
"Over 850 Advanced Air Mobility projects underway globally, writes Professor Dame Helen Atkinson, 
@CranfieldUni
 on the scaling up of #eVTOL and #AAM  - only In the latest issue of AEROSPACE - December 2023 #avgeek https://ow.ly/ayU250QbTKy","{'neg': 0.0, 'neu': 0.941, 'pos': 0.059, 'compound': 0.25}",positive
"Piasecki has received a $37 million contract from AFWERX to flight demonstrate its Aerial Reconfigurable Embedded System (ARES) tilt-duct VTOL UAS.

More details: https://hubs.la/Q02bhG6q0

#vtol #aircraft #aerospace #advancedairmobility #aam #transport #hydrogen #technology","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"Airmedic and Limosa have announced a visionary partnership in the electrification of air medical transportation

read more here: https://verticalmag.com/press-releases/airmedic-and-limosa-drive-toward-electrified-air-medical-transportation/…

#eVTOL #UAM","{'neg': 0.0, 'neu': 0.848, 'pos': 0.152, 'compound': 0.5267}",positive
"CLEAN ENERGY RETORT™ /
SEE THIS ? /
     
@ElectricVTOL
 
     
@eVTOLInsights
 
     
@eVTOLmag
 
     
@eVTOLch
 

     Wowsers!! 
     A #CargoeVTOL - #eVTOL #CargoDrone - #FlyingEV #ElectricAircraft !!","{'neg': 0.0, 'neu': 0.579, 'pos': 0.421, 'compound': 0.8568}",positive
When is the #eVTOL boom gonna bust? There isn't room in the World for all these start-ups and none have acheived certification so far!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"@RollsRoyce
 will sell its electric engine research, maybe, another motor industries is born to move to #eVTOL #NetZero #airtaxi #AAM (advanced air mobility) #UTM #vertiport in few words, a new air #ecosystem The Era of #Drone is here and the future is now","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"We have a new blog post up about 
@jump_aero
 's emergency services eVTOL craft. 

https://carscanfly.substack.com/p/jump-aero-evtol-to-the-rescue…

It's an odd looking shape, but it serves an important purpose!

#evtol #airmobility #flyingcar","{'neg': 0.121, 'neu': 0.808, 'pos': 0.071, 'compound': -0.1386}",negative
"A smaller footprint makes the Transwing aircraft easier to ship, store, and stow! #pterodynamics #transwing #vtol #aerospace","{'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0.4753}",positive
"I was blindsided by today's 
@RollsRoyce
 announcement it will sell its electric propulsion business. More importantly, was #eVTOL aircraft developer 
@VerticalAero
 aware and how might this impact its plans:","{'neg': 0.0, 'neu': 0.912, 'pos': 0.088, 'compound': 0.3804}",positive
"$LILM.. There she is... Back in dollar land again...

#LetsGo.. #KeepItGoing #eVTOL","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
" We're excited to announce that #LYNEports has been admitted into #Microsoft for Startups! 

This is a monumental step forward for us since our official launch 3 months ago with #active #users in our platform.
#GIS  #Mobility #realestate #AAM #drones #vertiport #evtol","{'neg': 0.0, 'neu': 0.9, 'pos': 0.1, 'compound': 0.4753}",positive
"Crisalion Mobility and Skyrisks sign cooperation agreement to develop #eVTOL insurance policies

The official signing ceremony took place at 
@CrisalionMob
 's stand in the Advanced Air #Mobility Pavilion at the #DubaiAirShow

Read more here: https://verticalmag.com/press-releases/crisalion-mobility-and-skyrisks-sign-cooperation-agreement-to-develop-evtol-insurance-policies/…
#UAM","{'neg': 0.0, 'neu': 0.867, 'pos': 0.133, 'compound': 0.6369}",positive
"Over 850 Advanced Air Mobility projects underway globally, writes Professor Dame Helen Atkinson, 
@CranfieldUni
 on the scaling up of #eVTOL and #AAM  - only In the latest issue of AEROSPACE - December 2023 #avgeek https://ow.ly/b7kv50QbTsB","{'neg': 0.0, 'neu': 0.941, 'pos': 0.059, 'compound': 0.25}",positive
".
@EveAirMobility
 and Jeju Air release concept of operations for #UAM in #SouthKorea

South Korea is one of the first countries to begin laying the groundwork for urban air mobility (UAM)

details: https://verticalmag.com/press-releases/eve-air-mobility-and-jeju-air-release-concept-of-operations-for-uam-in-south-korea/…

#eVTOL #AirTaxi","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"VI&E Solutions Partners with LYTE Aviation to Expand Refueling Options at #Vertiports
PR: https://vie.solutions/press
Photo credit: Sustainable Aviation Futures
#eVTOL #VTOL #SAF #hydrogen #infrastructure #eVTOLinfrastructure #viesolutions #volatus #electricaviation #electriccharging","{'neg': 0.0, 'neu': 0.798, 'pos': 0.202, 'compound': 0.6808}",positive
"Day 1 of 
@EuropeanRotors
 is almost over. Did you have a chance to connect with our amazing team?  It was great seeing familiar and new faces on the show floor. If you missed your chance to meet with our team today, drop by Booth 1126 tomorrow and say hello.  #madrid #vtol","{'neg': 0.073, 'neu': 0.726, 'pos': 0.201, 'compound': 0.8225}",positive
"Flying taxis (eVTOL) taking you to JFK from Manhattan by 2025?

For years people have been saying I am crazy - but its coming folks!

#eVTOL $JOBY $ACHR $EH

https://reuters.com/video/watch/idRW793814112023RP1#…","{'neg': 0.069, 'neu': 0.931, 'pos': 0.0, 'compound': -0.2481}",negative
"The Moller #skycar, one guy's quixotic quest to create #VTOL for the masses.

It went nowhere, but anticipated a lot about today's electric air-taxi drone projects (which may also go nowhere).","{'neg': 0.0, 'neu': 0.949, 'pos': 0.051, 'compound': 0.1406}",positive
".
@Lilium
 and Citic Offshore Helicopter (COHC) have partnered to launch eVTOL services in China using the Lilium Jet. 

Read more: https://hubs.la/Q02b94nT0

#evtol #airtaxi #advancedairmobility #aam #aircraft #aerospace #aviation #transport #electric #mobility","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
I’m losing count of these #evtol developers now ,"{'neg': 0.271, 'neu': 0.729, 'pos': 0.0, 'compound': -0.3818}",negative
"#JUMP20 Vertical Take-Off and Landing #UnmannedAircraftSystemLanding on a Navy Ship
via 
@aerovironment


#VTOL #autonomous #Robots #Robotics #Innovation #Tech #Technology #TechNews #ScienceAndTechnology #engineering","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"The electric vertical takeoff and landing (#eVTOL) jet company 
@Lilium
 has received EU approval to design and operate its electric jet, a process started in 2017. #flyingvehicles #flyingcars","{'neg': 0.0, 'neu': 0.893, 'pos': 0.107, 'compound': 0.4767}",positive
"Do not miss! RAeS Amy Johnson Lecture 2023: 'The Path to Innovation – a New Era in Aviation', 12 Dec, RAeS HQ, given by Julie Garland, Avtrain #drones #eVTOL #AAM #avgeek https://aerosociety.com/events-calendar/raes-amy-johnson-named-lecture-2023-the-path-to-innovation-a-new-era-in-aviation/…","{'neg': 0.0, 'neu': 0.866, 'pos': 0.134, 'compound': 0.5165}",positive
"Redefining Advanced Air Mobility - with our innovative Flight Control Computers (FCC) & Avionics Systems, we offer low weight, reliability & more: http://bit.ly/Diehl_Avionics-Portfolio… 
#DiehlAviation #FutureAviation #FutureConcepts #EuropeanRotors #UAM #eVTOL","{'neg': 0.07, 'neu': 0.767, 'pos': 0.163, 'compound': 0.4215}",positive
"Ohio students fly eVTOL simulators

Find out more: https://hubs.la/Q02b0Hbc0

#evtol #simulation #advancedairmobility #aam #flight #transport #mobility #technology 
@AFWERX","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"Type-certification of the #Lilium Jet
#eVTOL #EASA #typecertification","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"Lift off with us at 
@EuropeanRotors
. Our team is ready to showcase latest #eVTOL innovations, including the Flight Control Computer, High Performance Controller & #ECOefficiency solutions. Connect with us at 
@IFEMA
 or follow our updates here. #DiehlAviation #FutureAviation","{'neg': 0.0, 'neu': 0.893, 'pos': 0.107, 'compound': 0.4939}",positive
"Bellwether Selects Viasat’s Velaris Connectivity for eVTOL Aircraft

Read more: https://hubs.la/Q02b006k0

#evtol #aircraft #communication #advancedairmobility #aam #urbanairmobility #uam  #aerospace #technology 
@viasat
 
@Bellwether_UK","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
".
@Lilium
 has been granted as the only firm authorised to possess an eVTOL aircraft type-certificate in Europe awarded by 
@EASA
 .

#DesignOrganisationApproval #EASA #eVTOL #Lilium #SCVTOL #commercialaircraft #aircraft #aviation #Jet #FAA

Read More Stories: https://mrobusinesstoday.com/lilium-receives-design-organisation-approval-from-easa/…","{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.5719}",positive
"This could be the future of drone delivery. #VTOL #Drone #drones #AI #Autonomous #TechForGood
#IoT #5G #innovation
Cc 
@CurieuxExplorer
 
@FrRonconi
 
@KanezaDiane
 
@Analytics_699
 
@Shi4Tech
 
@anand_narang
 
@mvollmer1
 
@jblefevre60
 
@Nicochan33
 
@Hana_ElSayyed
 
@Khulood_Almani
 
@PawlowskiMario","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"Vman Aero Services signs preorder for the 40-seater #eVTOL (electric vertical takeoff and landing) vehicle from 
@LYTEAVIATION
 for use in India in $420 million deal. #skybus #flyingcars #flyingvehicles","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"Flying Vehicle VS Neighbor. SkySurfer Aircraft, flying drone car. #evtol #jetpack #amici23 #skysurferaircraft #BabarAzam𓃵 #BABYMONSTER #BABYMONSTER_DEBUT_DAY #IPLRetentions #maskedsinger #topmodel #yargı #1989TaylorsVersion #flyingcar #dronevehicle #AVFC #podcastandchill","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"when we will see this in working? a 4 seater, #multicopter #vehicle

 
@Airbus

#CityAirbus #Innovation #Tech #Technology #TechNews #ScienceAndTechnology #engineering #eVTOL #ElectricVehicle #Aircraft","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"CITIC Offshore Helicopter & #Lilium partners to launch #eVTOL network in #ChinaGreaterBayArea https://50skyshades.com/news/business-aviation/citic-offshore-helicopter-lilium-partners-to-launch-evtol-network-in-china-greater-bay-area… via 
@50skyshades","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"How to accelerate the Virtual Certification of your #eVTOL with Model-Based #SystemsEngineering?  Learn more: https://bit.ly/3VlRLPb


@clean_aviation
  #sustainableaviation #urbanairmobility #systemsimulation #aerospace #MBSE","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"Back from vacation now, and what's new? 

Check out our latest blog post to find out!
https://carscanfly.substack.com/p/back-from-vacation-and-what-is-new…

#flyingcars #evtol #airmobility","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"Strategic partnership between Ascendance and Helipass 

More information: https://hubs.la/Q029XtsS0

#advancedairmobility #aam #mobility #aircraft #aerospace #flight #transport #evtol #aviation 
@ascendance_ft
 
@Helipass","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"Fascinating discussions ahead on the future of #AdvancedAirMobility with Balkiz Sarihan at 
@Airbus
!  #eVTOL #CityAirbusNextGen #WorldSustainableTransportDay","{'neg': 0.0, 'neu': 0.798, 'pos': 0.202, 'compound': 0.5848}",positive
"On this #WorldSustainableTransportDay, let's talk about the future of #AdvancedAirMobility with Balkiz Sarihan, Head of Urban Air Mobility at Airbus. Explore the next era of transport with the #eVTOL, #CityAirbus NextGen and its future ecosystem.
 https://fly.airbus.com/3SXdJdc","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"Are you looking to join a progressive, ambitious company which lives and breathes its values and cultures?

We are still hashtag#hiring! Know anyone who might be interested?

#jobalert #jobseekers #recruitment #shannon #aviationindustry #drone #uav #vtol","{'neg': 0.0, 'neu': 0.725, 'pos': 0.275, 'compound': 0.8847}",positive
"This #drones can deliver between 2 moving #Boats

#VolansI #deliverPackages #heavyLoads #longDistances #Autonomous #VTOL #Innovation #Tech #Technology #TechNews","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"AERO ASIA 2023 
EVTOLs seen as future mode of urban transportation 
Electric vertical takeoff and landing vehicles are on show at the Aero Asia event in the southern Chinese city of Zhuhai.  #AEROASIA #EVTOL #EHANG","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"DeLorean flying ""time-machine"" - a custom jet-powered VTOL aircraft enabled by the JetQuad technology. 

#delorean #flying #time #machine #backtothefuture #bttf #jet #power #jetquad #turbine #VTOL #eVTOL #UAM #UAS #UAV #drone","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"@ehang
 $EH established their main goals to star to develop the new era of the aviation, #eVTOL #airtaxi and advanced air mobility #AAM will be the necessary to establish #Uspace system in order to build up safety #UTM #ecosystem. #EHang 216  S taxi and VT-30 unmanned logistics ","{'neg': 0.0, 'neu': 0.902, 'pos': 0.098, 'compound': 0.5859}",positive
2060 - Secret #EVTOL hangar in the mountains of northern former #India enabling access to a secret research base. Population: approximately 2000 bioinsecure hyper-capitalist Indians and many advanced computer systems.,"{'neg': 0.0, 'neu': 0.931, 'pos': 0.069, 'compound': 0.25}",positive
India Air taxi by 2026. This will save so much time and it is very affordable as well. We will have to wait for 2026. This is so exciting  #evtol #Indigo,"{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.8651}",positive
".
@ascendance_ft
 has teamed up with 
@Helipass
 to jointly build the future of regional air mobility. 

More information: https://hubs.la/Q029XwFh0

#advancedairmobility #aam #mobility #aircraft #aerospace #flight #transport #evtol #aviation","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
".
@Lilium
 and COHC have inked a Memorandum of Understanding to establish an electric vertical take-off and landing (eVTOL) operation network in China.

#Cabin #CITICOffshoreHelicopter #Cockpit #Crew #eVTOL #Lilium #technology #aerospace

Read  More Stories: https://mrobusinesstoday.com/lilium-partner-joins-citic-offshore-helicopter-to-launch-evtol-network-in-chinas-greater-bay-area/…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"Looking for investors in a new #EVTOL start-up. No renders here - straight into physical prototypes. Test pilot says it’s “a dream”

Please send all funds in non-sequential £20 notes in a brown paper bag to join the likes of Airrrbos and Booing in this can’t fail investment","{'neg': 0.106, 'neu': 0.724, 'pos': 0.171, 'compound': 0.3612}",positive
Have you seen an #eVTOL in the shape of a moon-landing capsule? #China #aviation #eVTOL #ZEROG #AIRCRAFT #INDUSTRY,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"Are the timelines proposed by the first eVTOL OEMs to enter service feasible? We discuss with 
@AvWeekBen
 of 
@AviationWeek
's AAM Report. 
More to come from us on this topic: stay tuned!

#aam #advancedairmobility #uam #urbanairmobility #evtol #airtaxi","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"#Flughafen #Lübeck #vernetzt mit #LändlicherRaum #Binnenland #SchleswigHolstein #Vision2030 #EU #klimaneutrale #Gesundheitsregion #Flugverkehr mit 
@Lilium
 #eVTOL 
 #ClimateAction #Dekarbonisierung #Airport  #Lübeck 
 #Gesundheitsflughafen international #Medizintourismus#COP28","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"Talking with Julie from Astral Aerial about how current female participation in the drone space & how Julie is personally decreasing this gap. Moreover, this video discusses how drones are used to save lives and increase crop yields in Kenya. 

https://youtu.be/QFFtDV3OJLE

#eVTOL","{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.6705}",positive
"The emergence of electric aviation with eVTOL vehicles is expected to reduce carbon footprint, noise and cost of flight.
#evtol #aviation #india #manufacturing #manufacturingengineering #industria #industry #industrialdesign #industrial #manufacturer #manufacture #manufacturers","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
#innovations in #EVTOL could turn the flying cars of movies and video games into reality.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
