URL,Date,Text,Lang,Likes,Retweets,Replies
https://twitter.com/AmmrocU,16/11/2023,"The agreement was signed between 
@AmmrocU
 and 
@ArcherAviation
. The duo aims to begin #electric air taxi service using the latter's #Midnight #eVTOL in 2026.

#Dubai #UAE #DubaiAirshow #DubaiAirShow2023 #DAS2023 
@DubaiAirshow",en,1,1,
https://t.co/B8Iotap0iu,15/11/2023,"InterGlobe Enterprises and Archer set to launch all-electric air taxi service across India in 2026. 

Find out more: https://hubs.ly/Q028Zsfz0

#airtaxi #evtol #electric #aircraft #aerospace #aviation #flight #transport #india #advancedairmobility #aam #mobility 
@ArcherAviation",en,1,1,
https://twitter.com/hashtag/APEC2023?src=hashtag_click,15/11/2023,"If you’re at #APEC2023 and #APECCEOSummit2023 this week, stop by the 
@Boeing
 and 
@WiskAero
 exhibit to see this beauty - Wisk’s Gen 6 all-electric #evtol air taxi.",en,,,
https://twitter.com/hashtag/eVTOL?src=hashtag_click,15/11/2023,"China’s 1st domestically developed and manufactured electric vertical take-off and landing (#eVTOL) aircraft made its debut at the 6th #CIIE in Shanghai, which will be used as an air taxi in the future.",en,8,3,
https://twitter.com/jobyaviation,15/11/2023,"In a groundbreaking milestone for urban air mobility, 
@jobyaviation
 Inc., achieved a historic feat by successfully performing the first-ever electric air taxi flight in New York City.

https://100knots.com/joby-aviation-successfully-conducts-first-electric-air-taxi-flight-in-new-york-city/…

#airtaxi #evtol #nyc #avgeek #100knots",en,2,,
https://twitter.com/hashtag/Airtaxi?src=hashtag_click,15/11/2023,"#Airtaxi will soon become a reality!
China’s first domestically developed and manufactured electric vertical take-off and landing (#eVTOL) aircraft made its debut at the 6th #CIIE in Shanghai, which will be used as an air taxi in the future.",en,1,1,
https://twitter.com/hashtag/eVTOL?src=hashtag_click,14/11/2023,"Joby Aviation flies #eVTOL in New York City for the first time, ahead of air taxi operations [Video]",en,,,
https://twitter.com/jobyaviation,14/11/2023,".
@jobyaviation
 flies quiet #electric air taxi in #NewYorkCity

The company successfully performed an exhibition flight in New York City on Nov. 12, 2023, marking the first time Joby has flown in an urban setting

Read more here: https://verticalmag.com/press-releases/joby-flies-quiet-electric-air-taxi-in-new-york-city/…

#eVTOL #AirTaxi #UAM",en,44,7,
https://t.co/3Hw9vyltzb,14/11/2023,"NYC reveals plans to build air taxi infrastructure as test flights hit its skies
https://smartcitiesdive.com/news/nyc-air-taxi-city-state-interest-urban-air-mobility/699542/… #eVTOL",en,,,
https://twitter.com/hashtag/NEWS?src=hashtag_click,14/11/2023,"#NEWS | eVTOL developer Joby Aviation has successfully performed the first ever electric air taxi flight in New York City this week.

Read more at AviationSource!

https://aviationsourcenews.com/general-aviation/joby-flies-evtol-air-taxi-in-new-york-city/…

#NewYork #NYC #JobyAviation #eVTOL #airtaxi #AvGeek",en,2,2,
https://twitter.com/hashtag/Tesla?src=hashtag_click,14/11/2023,"Joby Aviation flies eVTOL air taxi in New York City for the first time

The End of the ICE Age 

#Tesla Energy #rEVolution #Batteries Supercharged by #Solar & #Wind

#EVs  Powered by #Lithium Wired by #Copper Built by #Robots  Delivered by #Drones",en,2,2,
https://twitter.com/jobyaviation,14/11/2023,"Joby Aviation’s electric air taxi soars over New York skyline, launch date set for 2025 
@jobyaviation
 #Breaking #BreakingNews #Joby #JobyAviation #FlightDemo #Demo #eVTOL #Electric #AirTaxi #Startups #Startup #NewYork",en,1,,
https://t.co/x3vvF0m9V9,13/11/2023,Joby Aviation Flies Quiet Electric Air Taxi in New York City - Green Stock News https://greenstocknews.com/news/nyse/joby/joby-flies-quiet-electric-air-taxi-in-new-york-city… $JOBY #sustainabletransport #evtol,en,1,1,
https://twitter.com/hashtag/ANALYSIS?src=hashtag_click,12/11/2023,"#ANALYSIS | Recent research by Horizon Aircraft suggests that eVTOL air taxi services could be a much needed lifeline in remote Canadian communities.

Read more at AviationSource!

https://aviationsourcenews.com/analysis/air-taxis-a-potential-lifeline-for-remote-canadian-communities/…

#eVTOL #Canada #Airtaxi #AvGeek",en,2,1,
https://twitter.com/hashtag/Airtaxi?src=hashtag_click,12/11/2023,"#Airtaxi will soon become a reality!
China’s first domestically developed and manufactured electric vertical take-off and landing (#eVTOL) aircraft made its debut at the 6th #CIIE in Shanghai, which will be used as an air taxi in the future. Check it out！",en,1,,
https://twitter.com/hashtag/CIIE2023?src=hashtag_click,12/11/2023,"The  ""air taxi"" in Auto Exhibition Area of CIIE is a two-ton electric vertical takeoff and landing, or eVTOL, aircraft using pure electric power, which can shorten the 2-3-hour drive distance to around 30 minutes.
#CIIE2023 #Airtaxi",en,,,
https://twitter.com/hashtag/Airtaxi?src=hashtag_click,11/11/2023,"#Airtaxi will soon become a reality!
China’s first domestically developed and manufactured electric vertical take-off and landing (#eVTOL) aircraft made its debut at the 6th #CIIE in Shanghai, which will be used as an air taxi in the future. Check it out!
翻译帖子",en,2,,
https://twitter.com/hashtag/eVTOL?src=hashtag_click,10/11/2023,"China’s first domestically developed and manufactured electric vertical take-off and landing (#eVTOL) aircraft made its debut at the 6th #CIIE in Shanghai, which will be used as an air taxi in the future. Check it out!",en,4,1,2
https://twitter.com/FlyTPA,10/11/2023,"Earlier this month, Tampa International Airport 
@FlyTPA
 held the first successful air taxi trial flight in Florida.

Read more here: https://airportindustry-news.com/us-tpa-hosts-first-successful-air-taxi-test-flight-in-flordia/…

#Airport #Transport #TPA #AirTaxis #eVTOL #AirportOperations",en,,,
https://twitter.com/hashtag/eVTOL?src=hashtag_click,10/11/2023,"China’s first domestically developed and manufactured electric vertical take-off and landing (#eVTOL) aircraft made its debut at the 6th #CIIE in Shanghai, which will be used as an air taxi in the future.",en,16,17,
https://t.co/rdhgOEwQWO,10/11/2023,"IndiGo Parent Ties Up With U.S. Company To Start Air Taxi Services In India

Watch: https://youtu.be/pgQs1A4Dh-Q | #AirTaxi #IndiGo #eVTOL  #AirTransport #ElectricAircraft",en,6,2,
https://twitter.com/hashtag/Indigo?src=hashtag_click,10/11/2023,"IndiGo, India's largest airline under InterGlobe Enterprises, aims to introduce an all-electric air taxi service in 2026. A MoU has been signed with Archer Aviation, a key player in electric vertical takeoff and landing (eVTOL) aircraft. #Indigo #airtaxi #StockMarket #Electricair",en,,,
https://t.co/ZVpafmYby5,10/11/2023,"In 2026, Archer Aviation Plans to Introduce An All-electric Air Taxi Service in India

Read More:  https://cutt.ly/VwT1mb3s

#ArcherAviation #ElectricAirTaxi #FutureOfTransport #AviationInnovation #AirTaxiService #UrbanMobility #SustainableTravel #EVTOL",en,,,
https://twitter.com/hashtag/ArcherAviation?src=hashtag_click,10/11/2023," #ArcherAviation & InterGlobe to Launch #eVTOL Service in #India
 All-Electric Air Taxi Service
 Sustainable & Low-Noise Mobility
 InterGlobe's Expertise & Archer's eVTOL Tech
 Subject to Regulatory Approvals
#InterGlobe ",en,,,
https://twitter.com/hashtag/Airtaxi?src=hashtag_click,09/11/2023,"#Airtaxi will soon become a reality! 

China’s first domestically developed and manufactured electric vertical take-off and landing (#eVTOL) aircraft made its debut at the 6th #CIIE in Shanghai, which will be used as an air taxi in the future. Check it out!",en,30,5,
https://twitter.com/InterGlobe_IGE,09/11/2023,".
@InterGlobe_IGE
 and 
@ArcherAviation
 plan to launch all-electric air taxi service across India in 2026

This strategic initiative to provide an innovative and revolutionary urban transportation solution for the country

Read more here: https://verticalmag.com/press-releases/interglobe-and-archer-plan-to-launch-all-electric-air-taxi-service-across-india-in-2026/…

#eVTOL #AirTaxi",en,8,,
https://twitter.com/hashtag/Airtaxi?src=hashtag_click,09/11/2023,"#Airtaxi will soon become a reality!
China’s first domestically developed and manufactured electric vertical take-off and landing (#eVTOL) aircraft made its debut at the 6th #CIIE in Shanghai, which will be used as an air taxi in the future. Check it out!",en,890,264,90
https://t.co/JD8G7uB6XK,09/11/2023,InterGlobe Enterprises and Archer Aviation Announce Plans to Launch All-Electric Air Taxi Service Across India in 2026 - Green Stock News https://greenstocknews.com/news/nyse/achr/interglobe-enterprises-and-archer-aviation-announce-plans-to-launch-all-electric-air-taxi-service-across-india-in-2026… $ACHR #sustainabletransport #evtol,en,1,,
https://twitter.com/search?q=%24ACHR&src=cashtag_click,09/11/2023,"InterGlobe Enterprises and Archer Aviation Reveal Plans to Launch All-Electric Air Taxi Service Across India in 2026  $ACHR, #ArcherAviation, #InterGlobe_IGE, #InterGlobe, #eVTOL  https://crweworld.com/article/news-provided-by-business-wire/3216260/interglobe-enterprises-and-archer-aviation-announce-plans-to-launch-all-electric-air-taxi-service-across-india-in-2026…",en,,,
https://twitter.com/hashtag/HyundaiMotorGroup?src=hashtag_click,08/11/2023,"Hyundai Motor Group's air taxi unit Supernal plans to build a manufacturing facility in the United States to make flying electric taxis for commuters, the South Korean auto group said on Wednesday. #HyundaiMotorGroup #airtaxi #eVTOL #manufacturingfacility",en,,,
https://twitter.com/hashtag/HyundaiMotor?src=hashtag_click,08/11/2023,Hyundai Motor Group’s urban air mobility unit Supernal plans to build a flying electric taxi plant in the US as it aims to test-fly the aircraft later next year. #HyundaiMotor #Supernal #eVTOL #UAM #urbanairmobility #futuremobility #Kia,en,,,
https://twitter.com/hashtag/eVTOL?src=hashtag_click,08/11/2023,"An electric vertical take-off and landing, or #eVTOL, aircraft, which will be used as an ""air taxi"" in the future, made its debut at the 6th China International Import Expo, gaining a contract valued at 230 million yuan (US$31.5 million). #CIIE #CIIE2023 
@ciieonline",en,3,2,1
https://t.co/gnwAr5MgyJ,07/11/2023,Archer Is Set To Debut It’s Midnight Electric Air Taxi At The Dubai Air Show https://finance.yahoo.com/news/archer-set-debut-midnight-electric-140000142.html… #eVTOL,en,2,2,
https://twitter.com/hashtag/eVTOL?src=hashtag_click,07/11/2023,"Flying Taxi is REAL! At this year's CIIE, an #eVTOL aircraft caught attention. This electric vertical takeoff & landing aircraft is hailed as a future solution for short-distance urban & intercity air travel, cruising at 200 km/h with a range of 250 km.  
#CIIE #eVTOL…",en,16,5,
https://t.co/pG7MC94woH,06/11/2023,"Archer's Midnight eVTOL air taxi will make its Middle Eastern debut at the Dubai Airshow as the featured aircraft in the AAM pavilion. 

Find out more > > https://hubs.la/Q027Vf8B0

#evtol #advancedairmobility #aerospace #aviation #transport #airtaxi #dubaiairshow 
@ArcherAviation",en,4,,
https://twitter.com/hashtag/NEWS?src=hashtag_click,06/11/2023,"#NEWS | Chinese eVTOL developer EHang has opened a new urban air mobility air taxi base located at Lleida-Alguaire International Airport in Catalonia, Spain.

Read more at AviationSource!

https://aviationsourcenews.com/general-aviation/ehang-opens-evtol-urban-air-mobility-center-in-spain/…

#eVTOL #EHang #airtaxis #Catalonia #AvGeek",en,4,1,
https://twitter.com/hashtag/eVTOL?src=hashtag_click,06/11/2023,A new subcommittee is helping to make the air taxi a reality. #eVTOL #AirTaxis #vertiport #standards See https://go.astm.org/3QC7Hgn,en,1,,
https://twitter.com/search?q=%24ACHR&src=cashtag_click,06/11/2023,Archer Is Set To Debut Its Midnight Electric Air Taxi At The Dubai Air Show $ACHR #ACHR #eVTOL,en,1,,
https://twitter.com/hashtag/CIIE?src=hashtag_click,06/11/2023,"Available 4 sale @ the #CIIE / #ChinaInternationalImportExpo this #eVTOL aircraft with a cargo capacity of 500kg for flights of a distance of up to... 
Ready to take an air taxi? https://news.cgtn.com/news/2023-11-04/Ready-to-take-an-air-taxi--1orUXRudSY8/index.html… via 
@cgtnofficial",en,,,
https://twitter.com/hashtag/eVTOL?src=hashtag_click,05/11/2023,"Hartford-Brainard Airport to NYC in an hour. It's getting closer.

Florida’s first test flight of an #eVTOL marking the first at a major U.S. airport.

Tampa International Airport Tests Electric Air Taxi | 
@GovTechNews
 

#AAM #FlyBrainard #TechHartford",en,1,,
https://twitter.com/hashtag/eVTOL?src=hashtag_click,05/11/2023,German-Designed Air Taxi Marks the First-Ever #eVTOL Flight in Florida,en,,,
https://twitter.com/FlyTPA,03/11/2023,".
@FlyTPA
 tests electric air taxi for first time

“This is going to be a reality for us very soon,” said the airport’s CEO Joe Lopano. #eVTOL",en,1,,
https://t.co/tvJHS3xib8,02/11/2023," The horizon of air taxi service is closer than anticipated, but cities might not be prepped for the paradigm shift, experts share at the Airtaxi World Congress.
 Dive into the challenges with insights from @BayAreaInno https://bizjournals.com/sanfrancisco/inno/stories/news/2023/10/03/why-cities-arent-ready-for-air-taxi-service.html…
#AirTaxi #eVTOL #UrbanMobility",en,,,
https://t.co/8Pu3KvOTRx,02/11/2023,"Archer Aviation has signed an agreement to introduce its eVTOL air taxi service throughout the United Arab Emirates. Read the full story here: https://shorturl.at/asPW0
#drones #airtaxi #eVTOL #archeraviation #UAE",en,,,
https://t.co/uOVTbKFLj0,01/11/2023,"Vertiport Standards Take Off
A new ASTM subcommittee is helping to make the air taxi a reality. https://sn.astm.org/features/vertiport-standards-take-nd23.html…

#VTOL",en,1,,
https://t.co/RcxLyqXSEl,31/10/2023,"Deal to launch eVTOL air taxi service across UAE

Read more: https://hubs.la/Q0272vnD0

#evtol #airtaxi #flight #aircraft #aerospace #advancedairmobility #aam #electric #transport #technology #tech 
@ArcherAviation",en,8,2,
https://twitter.com/hashtag/eVTOL?src=hashtag_click,30/10/2023,A new subcommittee is helping to make the air taxi a reality. #eVTOL #AirTaxis #vertiport #standards See https://go.astm.org/3QC7Hgn,en,6,1,
https://t.co/zAwNXNQmIL,30/10/2023,"Archer and Abu Dhabi Investment Office plan to launch all-electric air taxi service across the UAE.

Read more: https://hubs.la/Q0272r_j0

#evtol #airtaxi #flight #aircraft #aerospace #advancedairmobility #aam #electric #transport #technology #tech 
@ArcherAviation",en,4,3,
https://twitter.com/hashtag/helicopter?src=hashtag_click,30/10/2023,"The future of urban mobility? The #helicopter-like aircraft, often called an “air taxi,” made its debut recently in #Shanghai. The #eVTOL, referring to electric vertical takeoff and landing #aircraft, features 5 seats. It is expected to be used in urban transportation, disaster…",en,1,,
https://twitter.com/WiskAero,28/10/2023,". 
@WiskAero
 has completed its first electric vertical takeoff and landing (#eVTOL) air taxi test flights in the greater Los Angeles area.",en,1,,
https://twitter.com/WiskAero,26/10/2023,".
@WiskAero
 flew the first public air taxi flight in LA County at 
@LGBAirport
. The flight demonstrated of the safety and reality of autonomous passenger flight. 

Click here to read more  https://ow.ly/gvhQ50Q0WJ2

#AAM #evtol #airtaxi #sustainableaviation",en,,,
https://twitter.com/hashtag/NEWS?src=hashtag_click,26/10/2023,"#NEWS | Wisk Aero has become the first eVTOL air taxi company to fly in the greater Los Angeles Area with the launch of test flights at Long Beach Airport.

Read more at AviationSource!

https://aviationsourcenews.com/general-aviation/wisk-aero-becomes-first-to-fly-evtol-in-greater-los-angeles/…

#WiskAero #eVTOL #LongBeach #LosAngeles #AvGeek",en,5,2,
https://twitter.com/hashtag/eVTOL?src=hashtag_click,25/10/2023,"Electric flying taxi company Wisk takes to the skies in LA. Wisk concluded its flight programme at Long Beach Airport with the first public demonstration of an #eVTOL autonomous air taxi flight in Los Angeles region. 
@WiskAero
 
@LBEPartnership
 
@Boeing",en,,,
https://t.co/XXhqFtCuX0,25/10/2023,"Watch: Wisk Aero’s Self-Flying Air Taxi Completes Its First Public Flight in L.A. https://robbreport.com/motors/aviation/wisk-aero-air-taxi-first-public-evtol-flight-los-angeles-1235381653/#utm_medium=social&utm_source=twitter&utm_campaign=social_bar&utm_content=top&utm_id=1235381653…
#evtol #eaviationnews #wisk",en,,,
https://twitter.com/WiskAero,25/10/2023,". 
@WiskAero
 has completed its first electric vertical takeoff and landing (#eVTOL) air taxi test flights in the greater Los Angeles area.",en,,,
https://twitter.com/WiskAero,24/10/2023,".
@WiskAero
 has become the first eVTOL air taxi company to conduct public flight testing in Los Angeles County at Long Beach Airport.

Read more here: https://futuretransport-news.com/wisk-completes-evtol-test-flights-at-long-beach-airport/…

#FutureTransport #Transport #Wisk #eVTOL #AirTaxis",en,,,
https://twitter.com/WiskAero,24/10/2023,". 
@WiskAero
 has completed its first electric vertical takeoff and landing (#eVTOL) air taxi test flights in the greater Los Angeles area.",en,1,,
https://twitter.com/hashtag/eVTOL?src=hashtag_click,24/10/2023,Wisk Becomes First #eVTOL Air Taxi to Fly Publicly in Los Angeles -,en,,,
https://twitter.com/ProfiCNC,24/10/2023,"Oh wow, erm, 
@ProfiCNC
 isn't this a 
@CubePilot
 Here GNSS allowing this air taxi to fly about?

Is anyone taking bets on 
@ArduPilotTeam
 code being used here?

#eVTOL #drone
https://youtube.com/watch?v=kV3i5s2WWWQ…",en,,1,2
https://t.co/l2leGeXcZm,24/10/2023,"Wisk has become the first eVTOL air taxi company to conduct public flights in Los Angeles County, at Long Beach Airport. 

Read more: https://hubs.la/Q026xcDg0

#airtaxi #evtol #advancedairmobility #aam #flight #electric #aircraft #autonomous #autonomy #tech #mobility 
@WiskAero",en,2,1,
https://twitter.com/WiskAero,24/10/2023,"Congratulations to 
@WiskAero
 as it becomes the first eVTOL air taxi company to conduct public flights in Los Angeles.

#wiskaero #evtol #airtaxi #flights #losangeles #advancedairmobility #aviation",en,,,1
https://twitter.com/wisk,23/10/2023,"Over the weekend, Wisk Aero launched the first public air taxi at Long Beach Airport.

 Check out the full video by 
@wisk
.aero, featuring a spectacular takeoff in front of our building!

#AdvancedAirMobility #AviationInnovation #eVTOL #AutonomousFlight #AirTaxi",en,,,
https://t.co/Lr2LwNdW2W,23/10/2023,The Japanese Government Is Betting on This Suzuki-Backed Electric Air Taxi - autoevolution - https://goo.gl/alerts/iqkoa4 #evtol #eaviationnews #eaviationupdate #Skydrive,en,,,
https://twitter.com/search?q=%24JOBY&src=cashtag_click,20/10/2023,"""CEOs of Delta & Joby appeared together this week at a fireside chat in NYC to lay out their vision for a new air taxi service, operated by Joby, that could begin at LaGuardia and John F. Kennedy airports (and at Los Angeles International Airport) as soon as 2025.""
$JOBY #eVTOL",en,7,2,1
https://t.co/BfdZrwGBXQ,19/10/2023,Video: An Exclusive Look Inside The Wisk Aero Autonomous EVTOL Air Taxi - https://goo.gl/alerts/R49TSC #evtol #eaviationnews #wisk,en,,,
https://twitter.com/hashtag/eVTOL?src=hashtag_click,18/10/2023,Archer Aviation signs deal to launch its #eVTOL air taxi service across the United Arab Emirates,en,4,2,
https://twitter.com/hashtag/Dubai?src=hashtag_click,18/10/2023,"#Dubai: Measuring 150 metres in height and reaching speeds of up to 250 km/h, this #airtaxi is setting a new trend in urban transport. The self-driving electric air taxi was unveiled in the ongoing #GITEXGLOBAL23 exhibition.

https://khaleejtimes.com/business/aviation/dubai-what-an-actual-air-taxi-looks-like-up-close…",en,16,1,2
https://twitter.com/hashtag/NEWS?src=hashtag_click,17/10/2023,"#NEWS | eVTOL aircraft developer Archer Aviation has announced its plans to commence air taxi operations in the UAE in 2026. 

Read more at AviationSource!

https://aviationsourcenews.com/general-aviation/archer-aviation-announces-plan-for-air-taxis-across-uae/…

#eVTOL #ArcherAviation #airtaxis #UAE #AvGeek",en,3,1,
https://twitter.com/hashtag/VTOL?src=hashtag_click,17/10/2023,"Two-seater air taxi is granted airworthiness and safety certificate by the Civil Aviation Administration of China (CAAC).

#VTOL 
#flyingtaxi",en,,,
https://t.co/QLZbPShfoi,17/10/2023,Archer announces plans to launch air taxi service across the UAE  https://verticalmag.com/press-releases/archer-abu-dhabi-investment-office-announce-plan-to-launch-air-taxi-service-across-the-uae/… #evtol #eaviationnews,en,1,,
